"sample_id"	"language"	"variety"	"cefr"	"domain"	"topic"	"sample_type"	"arabic"	"source_form"	"latin"	"ko"	"en"	"lexical_refs"	"source_id"	"source_locator"	"evidence"	"derivation_type"	"license_id"	"group_id"	"family_id"	"review_status"	"learner_ready"	"note"
"ODC-000107"	"ar"	"ar-DZ-oran"	"A1"	"school_work"	"school and work"	"utterance"	"صباح الخير استاد راه هنا ? عندك موعد معاه واه عندي . تفضلو ريحو قارعو شوية ."	"صباح الخير استاد راه هنا ? عندك موعد معاه واه عندي . تفضلو ريحو قارعو شوية ."	"sba7 alkhyr astad rah hna ? 3ndk mw3d m3ah wah 3ndy . tfdlw ry7w 9ar3w chwya ."	"안녕하세요. 교수님 계세요? 그분과 약속이 있으세요? 네. 앉아서 잠시 기다리세요."	"Good morning. Is the professor here? Do you have an appointment with him? Yes, I do. Please sit down and wait a little."	"OD-0059"	"S6"	"MADOran_Sentences.tsv:Sentno=818"	"MADORAN_DIRECT"	"source_direct"	"CC-BY-NC-3.0-MADORAN"	"batch02-school_work"	"MADOran-S6-818"	"source_verified"	"false"	"Raw MADOran sentence retained exactly; Batch02 source_direct row pending GPT and native review."
"ODC-000108"	"ar"	"ar-DZ-oran"	"A1"	"school_work"	"school and work"	"utterance"	"واه مكنتش هنا كنت خدام كنت في دزاير تاعش خدمة هادي ? كنت خدام . الله يعاونكم ولدي ."	"واه مكنتش هنا كنت خدام كنت في دزاير تاعش خدمة هادي ? كنت خدام . الله يعاونكم ولدي ."	"wah mkntch hna knt khdam knt fy dzayr ta3ch khdma hady ? knt khdam . allh y3awnkm wldy ."	"응, 나는 여기 없었어. 알제에서 일하고 있었어. 무슨 일이었냐고? 그냥 일하고 있었어. 하느님이 도와주시길, 얘야."	"Yes, I was not here; I was working in Algiers. What job? I was working. May God help you, my son."	"OD-0006|OD-0048|OD-0059|OD-0137|OD-0138|OD-0145|OD-0272|OD-0283"	"S6"	"MADOran_Sentences.tsv:Sentno=907"	"MADORAN_DIRECT"	"source_direct"	"CC-BY-NC-3.0-MADORAN"	"batch02-school_work"	"MADOran-S6-907"	"source_verified"	"false"	"Raw MADOran sentence retained exactly; Batch02 source_direct row pending GPT and native review."
"ODC-000109"	"ar"	"ar-DZ-oran"	"A2"	"school_work"	"school and work"	"utterance"	"علبالك مادم كنت عندك تلميد بكري . ابون ? سي بورسا دايوغ لي ستدعيتك او باغسون في وحد موضوع . خير انشا الله ."	"علبالك مادم كنت عندك تلميد بكري . ابون ? سي بورسا دايوغ لي ستدعيتك او باغسون في وحد موضوع . خير انشا الله ."	"3labalk madm knt 3ndk tlmyd bkry . abwn ? sy bwrsa daywgh ly std3ytk aw baghswn fy w7d mwdw3 . khyr ancha allh ."	"아시죠, 선생님. 예전에 제가 선생님 학생이었어요. “아, 그래?” “그래서 사실 선생님을 불렀어요. 이야기할 일이 하나 있어서요.” “좋은 일이면 좋겠네요.”"	"You know, ma'am, I used to be your student. “Oh really?” “That's actually why I called you; I wanted to talk to you about something.” “I hope it's good news.”"	"OD-0049"	"S6"	"MADOran_Sentences.tsv:Sentno=819"	"MADORAN_DIRECT"	"source_direct"	"CC-BY-NC-3.0-MADORAN"	"batch02-school_work"	"MADOran-S6-819"	"source_verified"	"false"	"Raw MADOran sentence retained exactly; Batch02 source_direct row pending GPT and native review."
"ODC-000110"	"ar"	"ar-DZ-oran"	"A2"	"school_work"	"school and work"	"utterance"	"ايا لقيت ميساج تع سكريتار قالي ارواحي عندك بورس قتله ايه لابورس صاي ديتها معلي انا ديجا كان عندي مشكل في لابورس تالية مدخلتنيش"	"ايا لقيت ميساج تع سكريتار قالي ارواحي عندك بورس قتله ايه لابورس صاي ديتها معلي انا ديجا كان عندي مشكل في لابورس تالية مدخلتنيش"	"aya l9yt mysaj t3 skrytar 9aly arwa7y 3ndk bwrs 9tlh ayh labwrs say dytha m3ly ana dyja kan 3ndy mchkl fy labwrs talya mdkhltnych"	"그다음 비서가 보낸 메시지를 찾았어. “와, 장학금이 있어”라고 했어. 나는 “네, 이미 장학금을 받았어요. 괜찮아요. 전에 다른 장학금 문제로 들어가지 못한 적이 있었어요”라고 말했어."	"Then I found a message from the secretary saying, “Come, you have a scholarship.” I said, “Yes, I already received the scholarship; no problem. I already had a problem with another scholarship that did not let me in.”"	"OD-0045|OD-0129|OD-0175|OD-0192|OD-0210|OD-0305|OD-0312|OD-0369"	"S6"	"MADOran_Sentences.tsv:Sentno=218"	"MADORAN_DIRECT"	"source_direct"	"CC-BY-NC-3.0-MADORAN"	"batch02-school_work"	"MADOran-S6-218"	"source_verified"	"false"	"Raw MADOran sentence retained exactly; Batch02 source_direct row pending GPT and native review."
"ODC-000111"	"ar"	"ar-DZ-oran"	"A2"	"school_work"	"school and work"	"utterance"	"قلتلها باغي تهبليني وين راه دوصيي انا دفعته عندك ملف قد سخط تقوليلي مكانش قعدوا مشيطيني رايحة جاية مشي عارفة حتى وين راه"	"قلتلها باغي تهبليني وين راه دوصيي انا دفعته عندك ملف قد سخط تقوليلي مكانش قعدوا مشيطيني رايحة جاية مشي عارفة حتى وين راه"	"9ltlha baghy thblyny wyn rah dwsyy ana df3th 3ndk mlf 9d skht t9wlyly mkanch 93dwa mchytyny ray7a jaya mchy 3arfa 7ta wyn rah"	"나는 그녀에게 말했어. 나를 미치게 하려는 거야? 내 서류가 어디 있어? 내가 당신에게 냈는데 여기 없다고 하잖아. 그들은 나를 계속 왔다 갔다 하게 했고, 나는 서류가 어디 있는지도 몰랐어."	"I told her, Are you trying to drive me crazy? Where is my dossier? I submitted it to you, and you say it is not here. They kept sending me back and forth, and I did not even know where it was."	"OD-0045|OD-0129|OD-0142|OD-0158|OD-0180|OD-0310|OD-0316|OD-0317"	"S6"	"MADOran_Sentences.tsv:Sentno=228"	"MADORAN_DIRECT"	"source_direct"	"CC-BY-NC-3.0-MADORAN"	"batch02-school_work"	"MADOran-S6-228"	"source_verified"	"false"	"Raw MADOran sentence retained exactly; Batch02 source_direct row pending GPT and native review."
"ODC-000112"	"ar"	"ar-DZ-oran"	"A2"	"school_work"	"school and work"	"utterance"	"مهم تلعنا لل غكتوغ بلافون لي يحكم فيهم قاع عميد جينا داخلين تخرجنا سكرتيرته ما راهش هنا ديري دومونض بش تشوفيه و قارعي"	"مهم تلعنا لل غكتوغ بلافون لي يحكم فيهم قاع عميد جينا داخلين تخرجنا سكرتيرته ما راهش هنا ديري دومونض بش تشوفيه و قارعي"	"mhm tl3na ll ghktwgh blafwn ly y7km fyhm 9a3 3myd jyna dakhlyn tkhrjna skrtyrth ma rahch hna dyry dwmwnd bch tchwfyh w 9ar3y"	"그다음 우리는 모든 일을 맡은 학장실로 올라갔어. 우리가 들어가자 그의 비서가 나와서 그가 여기 없다고 말했어. 그를 만나려면 신청서를 내고 기다리라고 했어."	"Then we went up to the rector's office, the dean who oversees everything. When we went in, his secretary came out and said that he was not there. She told us to submit a request to see him and wait."	"OD-0149|OD-0167|OD-0174|OD-0210|OD-0246|OD-0305|OD-0306|OD-0314"	"S6"	"MADOran_Sentences.tsv:Sentno=236"	"MADORAN_DIRECT"	"source_direct"	"CC-BY-NC-3.0-MADORAN"	"batch02-school_work"	"MADOran-S6-236"	"source_verified"	"false"	"Raw MADOran sentence retained exactly; Batch02 source_direct row pending GPT and native review."
"ODC-000113"	"ar"	"ar-DZ-oran"	"A2"	"school_work"	"school and work"	"utterance"	"ابري رحت بيرو تع سو ديركتريس لمتخصة في منح في خارج قاتلي لحقتي روطار راه فات ديلي و تنازلتي نتي"	"ابري رحت بيرو تع سو ديركتريس لمتخصة في منح في خارج قاتلي لحقتي روطار راه فات ديلي و تنازلتي نتي"	"abry r7t byrw t3 sw dyrktrys lmtkhsa fy mn7 fy kharj 9atly l79ty rwtar rah fat dyly w tnazlty nty"	"그다음 해외 장학금을 담당하는 부원장실에 갔어. 그녀는 내가 늦게 왔고 마감일이 지났으며 내가 포기했다고 말했어."	"Then I went to the office of the deputy director responsible for scholarships abroad. She told me I had arrived late, that the deadline had passed, and that I had given up."	"OD-0131|OD-0305|OD-0308|OD-0340|OD-0374|OD-0414|OD-0434|OD-0435"	"S6"	"MADOran_Sentences.tsv:Sentno=245"	"MADORAN_DIRECT"	"source_direct"	"CC-BY-NC-3.0-MADORAN"	"batch02-school_work"	"MADOran-S6-245"	"source_verified"	"false"	"Raw MADOran sentence retained exactly; Batch02 source_direct row pending GPT and native review."
"ODC-000114"	"ar"	"ar-DZ-oran"	"A2"	"school_work"	"school and work"	"utterance"	"قاتلي اه حنا خاطينا قتلها واه انا مانيش نحصل فيك اني نقولك شا صرا دروك جبتهلك باش ترسلوهلي عاونوني"	"قاتلي اه حنا خاطينا قتلها واه انا مانيش نحصل فيك اني نقولك شا صرا دروك جبتهلك باش ترسلوهلي عاونوني"	"9atly ah 7na khatyna 9tlha wah ana manych n7sl fyk any n9wlk cha sra drwk jbthlk bach trslwhly 3awnwny"	"그녀는 우리 책임이 아니라고 말했어. 나는 당신을 탓하는 게 아니라 무슨 일이 있었는지 말하는 거라고 했어. 보내 달라고 가져왔으니 도와 달라고 했어."	"She told me, We are not responsible. I said, I am not accusing you; I am telling you what happened. I brought it so you could send it; help me."	"OD-0006|OD-0129|OD-0134|OD-0155|OD-0305|OD-0306|OD-0314|OD-0410"	"S6"	"MADOran_Sentences.tsv:Sentno=247"	"MADORAN_DIRECT"	"source_direct"	"CC-BY-NC-3.0-MADORAN"	"batch02-school_work"	"MADOran-S6-247"	"source_verified"	"false"	"Raw MADOran sentence retained exactly; Batch02 source_direct row pending GPT and native review."
"ODC-000115"	"ar"	"ar-DZ-oran"	"A2"	"school_work"	"school and work"	"utterance"	"قاتلي صعيبة و ديجا رسلنا دوصيات و منا و قعدو يشكلو عليا قلتلها قتولي لولا غي جيليه و دروك كي جبته خرجتولي بحاجة وخدوخرة"	"قاتلي صعيبة و ديجا رسلنا دوصيات و منا و قعدو يشكلو عليا قلتلها قتولي لولا غي جيليه و دروك كي جبته خرجتولي بحاجة وخدوخرة"	"9atly s3yba w dyja rslna dwsyat w mna w 93dw ychklw 3lya 9ltlha 9twly lwla ghy jylyh w drwk ky jbth khrjtwly b7aja wkhdwkhra"	"그녀는 어렵고 이미 서류들을 보냈다며 계속 일을 복잡하게 만들었어. 나는 “처음에는 그냥 가져오라고 했는데, 이제 가져오니 또 다른 걸 요구하잖아요”라고 했어."	"She told me it was difficult and that they had already sent the dossiers, and they kept making things difficult for me. I told her, “At first you told me just to bring it, but now that I brought it, you are asking for something else.”"	"OD-0045|OD-0155|OD-0174|OD-0180|OD-0252|OD-0263|OD-0308|OD-0309"	"S6"	"MADOran_Sentences.tsv:Sentno=248"	"MADORAN_DIRECT"	"source_direct"	"CC-BY-NC-3.0-MADORAN"	"batch02-school_work"	"MADOran-S6-248"	"source_verified"	"false"	"Raw MADOran sentence retained exactly; Batch02 source_direct row pending GPT and native review."
"ODC-000116"	"ar"	"ar-DZ-oran"	"A2"	"school_work"	"school and work"	"utterance"	"ايا حكا مع عمي قاله كوزين تاعي كلاست ماجوغ دو برومو في جامعة تع وهران و صرالها بروبلام و ودرولها دوصيي"	"ايا حكا مع عمي قاله كوزين تاعي كلاست ماجوغ دو برومو في جامعة تع وهران و صرالها بروبلام و ودرولها دوصيي"	"aya 7ka m3 3my 9alh kwzyn ta3y klast majwgh dw brwmw fy jam3a t3 whran w sralha brwblam w wdrwlha dwsyy"	"그가 내 삼촌에게 자기 사촌이 오랑대학교에서 반 1등을 했지만 문제가 생겨 서류를 잃어버렸다고 말했어."	"Then he spoke with my uncle and told him that his cousin had ranked first in her class at the University of Oran, but a problem occurred and her dossier was lost."	"OD-0045|OD-0165|OD-0260|OD-0305|OD-0306|OD-0312|OD-0313|OD-0341"	"S6"	"MADOran_Sentences.tsv:Sentno=253"	"MADORAN_DIRECT"	"source_direct"	"CC-BY-NC-3.0-MADORAN"	"batch02-school_work"	"MADOran-S6-253"	"source_verified"	"false"	"Raw MADOran sentence retained exactly; Batch02 source_direct row pending GPT and native review."
"ODC-000117"	"ar"	"ar-DZ-oran"	"A2"	"school_work"	"school and work"	"utterance"	"مهم حمد لله لقيت فقروب تع فيسبوك بلي هادوك دوسيات لي رسلوهم مشي كاملين و الأردن عاودت رجعتهم للجزاير قاتلهم مينقبلوش حتى يكملو وثاى ءق"	"مهم حمد لله لقيت فقروب تع فيسبوك بلي هادوك دوسيات لي رسلوهم مشي كاملين و الأردن عاودت رجعتهم للجزاير قاتلهم مينقبلوش حتى يكملو وثاى ءق"	"mhm 7md llh l9yt f9rwb t3 fysbwk bly hadwk dwsyat ly rslwhm mchy kamlyn w alardn 3awdt rj3thm lljzayr 9atlhm myn9blwch 7ta ykmlw wtha2i9"	"페이스북 그룹에서 그들이 보낸 서류가 완전하지 않았다는 것을 알게 됐어. 요르단 측은 서류가 완성될 때까지 받지 않겠다며 그것들을 알제리로 돌려보냈어."	"I found on a Facebook group that the dossiers they sent were incomplete. Jordan sent them back to Algeria and said they would not accept them until the documents were complete."	"OD-0137|OD-0139|OD-0162|OD-0177|OD-0178|OD-0305|OD-0316|OD-0317"	"S6"	"MADOran_Sentences.tsv:Sentno=260"	"MADORAN_DIRECT"	"source_direct"	"CC-BY-NC-3.0-MADORAN"	"batch02-school_work"	"MADOran-S6-260"	"source_verified"	"false"	"Raw MADOran sentence retained exactly; Batch02 source_direct row pending GPT and native review."
"ODC-000118"	"ar"	"ar-DZ-oran"	"A2"	"school_work"	"school and work"	"utterance"	"كي شفتها فرحت قلت سبحان الله هاكا كي يعودوا يرسلو للجامعة الأردنية يرسلودوصيي تاعي معاهم باسكو تاعي كامل فيه كلشي ماغديش يرفضوه حمد الله"	"كي شفتها فرحت قلت سبحان الله هاكا كي يعودوا يرسلو للجامعة الأردنية يرسلودوصيي تاعي معاهم باسكو تاعي كامل فيه كلشي ماغديش يرفضوه حمد الله"	"ky chftha fr7t 9lt sb7an allh haka ky y3wdwa yrslw lljam3a alardnya yrslwdwsyy ta3y m3ahm baskw ta3y kaml fyh klchy maghdych yrfdwh 7md allh"	"그걸 보고 기뻤어. 요르단대학교로 서류를 보낼 때 내 서류도 함께 보내는데, 내 서류에는 모든 것이 들어 있어서 거절하지 않을 거야. 하느님께 감사해."	"When I saw it, I was happy. When they send the dossiers to the Jordanian university, they send mine with them because mine has everything, so they will not reject it, thank God."	"OD-0045|OD-0165|OD-0191|OD-0276|OD-0305|OD-0306|OD-0309|OD-0312"	"S6"	"MADOran_Sentences.tsv:Sentno=261"	"MADORAN_DIRECT"	"source_direct"	"CC-BY-NC-3.0-MADORAN"	"batch02-school_work"	"MADOran-S6-261"	"source_verified"	"false"	"Raw MADOran sentence retained exactly; Batch02 source_direct row pending GPT and native review."
"ODC-000119"	"ar"	"ar-DZ-oran"	"A2"	"school_work"	"school and work"	"utterance"	"سي الياس سمحلي علابالي مشي وقتها بصح لازم تقول للوالدة غدوة نشاء الله تجيني للمكتب في موضوع مهم سمحلي ."	"سي الياس سمحلي علابالي مشي وقتها بصح لازم تقول للوالدة غدوة نشاء الله تجيني للمكتب في موضوع مهم سمحلي ."	"sy alyas sm7ly 3labaly mchy w9tha bs7 lazm t9wl llwalda ghdwa ncha2 allh tjyny llmktb fy mwdw3 mhm sm7ly ."	"일리아스 씨, 미안해요. 지금이 적절한 때가 아닌 건 알지만, 중요한 일이 있으니 어머니께 내일 제 사무실로 오시라고 전해 주세요. 죄송해요."	"Mr Ilyas, sorry. I know it is not the right time, but please tell your mother to come to my office tomorrow, God willing, about an important matter. Sorry."	"OD-0157|OD-0160|OD-0276|OD-0288|OD-0305|OD-0322|OD-0410|OD-0433"	"S6"	"MADOran_Sentences.tsv:Sentno=782"	"MADORAN_DIRECT"	"source_direct"	"CC-BY-NC-3.0-MADORAN"	"batch02-school_work"	"MADOran-S6-782"	"source_verified"	"false"	"Raw MADOran sentence retained exactly; Batch02 source_direct row pending GPT and native review."
"ODC-000120"	"ar"	"ar-DZ-oran"	"A2"	"school_work"	"school and work"	"utterance"	"وين كنت ? نخدم على شري . نوض كاش ما تنافيقي على روحك نوض قاعد ما دير والو في حياتك ."	"وين كنت ? نخدم على شري . نوض كاش ما تنافيقي على روحك نوض قاعد ما دير والو في حياتك ."	"wyn knt ? nkhdm 3la chry . nwd kach ma tnafy9y 3la rw7k nwd 9a3d ma dyr walw fy 7yatk ."	"어디 있었어? 먹고살려고 일하고 있었어. 일어나. 적어도 너 자신을 위해 뭔가 해 보려고 해. 일어나, 너는 인생에서 아무것도 하지 않고 있잖아."	"Where were you? I was working for my living. Get up; at least try to do something for yourself. Get up, you are doing nothing with your life."	"OD-0048|OD-0142|OD-0166|OD-0190|OD-0272|OD-0305|OD-0306|OD-0311"	"S6"	"MADOran_Sentences.tsv:Sentno=847"	"MADORAN_DIRECT"	"source_direct"	"CC-BY-NC-3.0-MADORAN"	"batch02-school_work"	"MADOran-S6-847"	"source_verified"	"false"	"Raw MADOran sentence retained exactly; Batch02 source_direct row pending GPT and native review."
