source_id	source_locator	source_form	word_count	license_id	selection_status	candidate_level	candidate_domain	note
S6	MADOran_Sentences.tsv:Sentno=31	قالي قلت أنا راهي هنايا و كل شي علاه منديرش دوسيي تع سكنة بلاك يعطوها سكنة و نعيش معها وأنا تاني نروح نتزوج و كلش	25	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=32	. دار ضوسيي تاع سكنة قالهم أنا أني مع شبانية و عندي بويا و ما و راني لا سكنة لا والو و هاد شبانية مخلوقة مسكينة معندهاش تا حد عطوها سكنة .	32	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=33	داروا لونكات جاب ربي بقدرة الله و دعوة خير عطاوها سكنة سبحان الله .	14	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=34	كي عطاوها سكنة جيت فرحان قلتلها شوفي يا شبانية راهم عطاوك سكنة .	13	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=35	قتله شوف يا وليدي قاتله سكنة كون ديرها على اسمي غدوا كاش حاجة ينوضوا واحد ينوض من فاميلتي و يدوهالك السكنة ديرها على اسمك مديرهاش على اسمي و رانا فيرحبا	30	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=37	دور ما دور ليام . عندها زوج خوتاتها قاع معلبالهومش بها نهار لي سمعوا بها قاع ما بنوش نهار لي سمعوا بلي دات سكنة و يجو . جاو يجروا كي جاو يجروا .	33	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=38	جاو يطبطبوا سكسوا يطبطبوا قالوله هنايا فلانة قالولها هنا فلانة .	11	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=39	هو كي شافهم قالهم شكون ? حنا خواتتها قال أنا شاندير خواتتها مابغيتش نقعد كاين كلام بينتهم شادرت درت تليفون بوات فوكال و حطيته و خرجت يسجل الهدرة وهوما معلبالهومش .	31	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=40	اه خواتتها حسبوا بلي ما كان تا واحد صايي كي خرج صايي .	13	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=41	كاين غي هوما و هي . أيا قالولها شوفي قالولها سكنة حرزي يديهالك سكنة رديها على اسمنا . . شوطنوها واه قعدوا يقولولها . .	25	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=42	هدا دار بيك و جابك بلعاني غير باش يديلك سكنة جابك و عطاوك سكنة و دروك يحوس يديلك سكنة .	20	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=43	قالولها أنا نقولك رودي سكنة على اسمنا و خطاك شي و حنا نتهلو فيك و حنا مكان حتى مشكل .	20	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=45	لاباس حمد الله قلي روحت لتليفون و ضربتلهم بوات فوكال و قلتلهم باغي نسمع هدرة شا هدرتو دار هاكا أيا هدرة قاع شا هدروا سجلها أيا نوضوا خرجوا و مليوم متجوش هاد دار .	34	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=46	عطاوها قعدت أنا و شبانية قاتله ها وليدي قاتله شوف ماكنش راجل كيفك فدنيا هادي نتا عليك دعوة خير و ولد فاميليا و أنيا غادي مام كي نموت ندعيلك غي دعوة خير راك دايها	34	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=47	و سكنة مزية درتها على اسمك خاطش كون درتها على اسمي كانو هادو يديروا شالا بال و يدوهالك . يا سبحان الله .	23	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=48	واه أيا قالي فرحت و عليها روحت تلاقيت بنت فاميليا و تزوجت و راه عندي مرا و عندي بنت و حمد لله	22	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=49	و هي مازال راها عايشة معاه ? و هي مازال عايشة معايا و راني متهلي فيها و مخصها والو .	20	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=50	يا سبحان الله القدرة كي دايرا جيت أنا قتله و الله شوف ديرها زينة تلقاها زينة و هادا ربي راه اللي راه يسير فيها .	25	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=53	خاطش كانت عاد 11 خاطش حتى 12 يكمونصوا يخرجوا .	10	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=56	بصح سيحان الله ايستواغ كي دايرة .	7	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=57	كي كنا صغار كنا نشوفو سندريلا تخرج نص الليل كابتن ماجد يزرطي من لقراية باه يلعب ماتش و روبن هود خاين نتفرجوه طارزن ديما عريان و الأميرة نايمة خاصها سلمة باش تنوض و يقولك كبرنا مسوفجين ه	37	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=58	واحد خطرة كوبل كان فلبحر أيا قال لخطيبته قالها تعرفي قمر شعال بعيد قالتله واه قالها ريحة كرعيك راها واصلة لتم	21	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=59	قالك واحد نهارة واحد حطيست لبس كوستيمة فور و خرج برا يتمشى دار فيها قارو نسيم فاتت عليه واحدة شابة بزاف درق قارو فجيب و هو شاعل المهم شعلت فيه نار جات عنده قالتله خويا راك تشعل معنتها راها شاعلة فيك نار .	43	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=60	قالها خوك دايمن يشعل حسب قالتله راك تشعل بزين	9	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=62	قالك زوج مزطولين يتمشو في طريق شافو واحد سرواله مثقوب مرول واحد قال صاحبه هذا باين استاذ تاع عربية قالو لاخر كيفاه عرفت قاله من فتحة ظاهرة على اخره	29	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=63	واحد الكافي كان يدوش عيط لمرته قالها @@Lاط@@ء @@Lاط@@ء وين راه الشومبوان قاتله راه قدامك قالها يا واحد الحابسة هاذامكتوب عليه للشعر الجاف وانا شعري راه مشمخ	27	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=64	قالك خطرة في وقت الإرهاب 4 صحاب واحد فيهم عمى ركبوا في مازدة باشي بغاو يفوجوا .	17	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=65	تفاهموا باش يوصلوا بكري وما يحبسوهمش في الباراجات أمالي تفاهموا باش كي يطيحوا في باراج يبداو يباعروا كي لكباش باش ما يحبسوهمش .	23	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=66	الباراج 1 طاحوا في لجندارم بداو يباعروا باع باع خلاوهم يفوتو .	12	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=67	الباراج 2 تع ميليتار بداو يباعروا باع باع خلاوهم يفوتوا .	11	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=68	الباراج 3 طاحوا في فوباراج تع الإرهاب سكتوا قاع غي لعمى ماشافش بقى يبعرر باع باع حتى ضربه صاحبه وقالوا أسكت رانا وصلنا للباطوار .	25	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=70	واحد نهار واحد عروبي عنده دراهم بشكارة بصح مشي عايش جا عنده واحد منا من وهران فاهم وقاري قاله خويا نتا عندك دراهم بص مشي عايش جيب شويا دراهم و رواح تروح معيا لوهران تشوف دنيا كي دايرة	38	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=71	جاب شكارة وجا عدله سقده بكوستمة رده مستيكي متأمنش أيا قعد كراله في اوتال شباب قعد يديه يحوس بيه لديسكو للبحر قلشاه أيا بطا على بوه	26	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=72	زيفطله بوه زيفطله مع واحد قاله قول لولدي يجي لرض لراها قاعدة غي هاكك ارواح تخدم لرض تع فلاحة و بقري و حيا جا قاله قول لبويا غي دزاير لي ما نوليلها حساب روحه راه فخارج ه	37	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=73	سلام و عليكم كيراك لباس فطرت غاية فطرت غاية ليوم واه غاية شا كليت كليت بوراك ببطاطا أيا بصحتك ولدي	20	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=74	سلام و عليكم يا خويا ضحكني قالك واحد شيباني سقساواه كيراك مع رمضان قالهم كون مشي ديك جغمة تع وضو كون راني ميت ه	24	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=75	قالك واحد خطرة واحد عروبي مع طريق دوبلينو كان في لاقونا 22 نهار لي خرجت قالك دار أكسيدون خرجله واحد قالهم أودي لوطو معليش مول عبايا بيضا شكون هو	29	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=76	قالك واحد نهار واحد مرته ماتت أيا يروح دايمن للقبر ناس حسبوه يبغيها و لا و راه مارهش قادر على فراقها كي لحقوه ناس لقاوه يقولها يا دودة مترطيش و كوليها مسكينة تشف الله يرحمها	35	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=77	صحا فطوركم قالك خطرة واحد شرا أديداس كبيرة عليه باش تجي قاده كي دار طول ضفاره ه	17	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=78	@@Lاط@@ذ قالك وحد النهار وحد المعسكري شركة قادرة هود لوهران دخل عند حانوت تع الالكتروميناجي قاله شحال هد المشينا لافي ( الة الغسيل ) ايا مول لحانوت قاللو منبيعش للمعسكريين	30	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=79	ايا عاود على غدوا ولا بستيل وخداخور و قاله شحال هد المشينة لافي مول حانوت قاله منبيعش للمعسكريين .	19	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=80	اييا عاود غدوا جا ببيريك باش ميعقلش عليه و قاله شحال هده المشينة لافي قاله مانبيعش للمعسكريين	17	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=81	ايا قاله كيفاش عرفتني بلي معسكري مول حانوت قاله هده فريجيدان مشي مشينا لافي	14	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=82	قالك واحد ليفريزون تع باتيسري يدير بانشوكولا و كرواسون يديه لواحد دوار ايا دار اكسيدون كلشي دفق في لرض جاو صحاب دوار بمطارق يقولو عقارب عقارب بصح علاع قالو عقارب باسكو بنالهم كرواسون كي عقرب	35	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=83	واحد نقرا سمع بلي واحد كاين واحد نقرا وخداخور يسكن فدوار قالهم و الله غير نروحو عنده نشوف هدا نقرا غادي نكمل عليه .	24	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=84	كي راح عنده يتمشى يتمشى هو يسكن في دوار في جبل لقا واحد شيباني قاله حمبوك هدا نقرا وين يسكن ?	21	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=85	داك شيباني كان رافد قرعة تع غاز رفدها وقاله يسكن لهيه قال هدا شيباني يرفد قرعة تع غاز لاخور كي يكون ولا لدوارهم .	24	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=86	واحد سيد عند ليكونتونار فلبور غبنوه ديوانا لراح للجامع يا ربي سلكني منهم يا ربي سلكني منهم لقا واحد يا ربي عطيني خبزة لقاه ماعندهش باش يتعشى قاله هاي كارونتميل غير خلي ربي ترونكيل	34	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=87	قالك واحدة شيبانية معندهاش سنين راحت عند دونتيست أيا سقساته شعال نيبان قالها ساميل 50 دينارو شعال دروص قالها فاميل 200 دينار قاتله ديرهوملي قاع نيبان	26	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=88	واحد فرونسي سقسا ارجيغيا قاله علا نتوما مين تهدروا دخلو هدرتنا معاكم قاله انا جامي قلتها	16	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=89	واحد مغندف قاضب طرف غلاصو دايره فشمس حبة غلاصو جا عنده صاحبه قاله شا راك دير قاله باغي نقضب فويت وين راهي ه	23	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=90	واح بغا ينتاحر قعاد يطلع فوق بنك و يقيس روحه شافه وحد راجل قاله شا راك دير قاله باغي نقيس روحي قاله الا باغي تنتحر وتقيس روحك روح طلع فوق بطيمات وقيس روحك قاله علاه راك باغيني نموت .	39	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=91	خطرة واحد دخل عند كوافير ايا جمع قعد يحسن كي حسنله و كمل قاله خلصني قعد يفريفي ما لقاش عنده دراهم قاله معنديش قاله أملي قعد هنا كي تتغوفل خرج	30	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=92	واحد شومور حطيست كان يحوس على خدمة يدور يدور دخل كزيرنة قلاهم ماخصكمش كلونيل هنا صاحبي ه لا ماخصناش صحيت	20	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=93	اويحي قالهم هدا شعب يبغي ياكل كل يوم ياوغرت جوع كلبك يتبعك	12	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=94	زعما شعب جوعه يتبع حكومة علبالها يدخل حبس خير باسكو هادي مشي هدرة و سقسوه كيفاش نتا قالو بلي عندك ألف كار هو قاله لا عندي الف و خمسمية بصح على مرتي	32	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=95	كيفاش مرتك عندها قالهم كيفها كيفكم مواطنة جزايرية عندها حق تدي شوف اسيدي ايا يروح واحد شعب ولا مواطن عادي مسكين و لا قليل شوف الا يعطوه و الله ما يكحل عليها وولد عباس رى يس تع حزب @@Lاط@@ًLٌ قالهم حنا رنا عايشين خير من لسويد هادا مشي مخلخل في عقله هدا مهبول	52	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=96	ليوم فلمسلسل مين كان مرزاق يعنق في حبيبته جداتي قاتلي صاي لقا خته قتلها واه صايي لقاها مسكين قاتلي و انا كنت حاسبة زوليخة هي لي خته	27	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=97	واحد سيد يموت من مرته قاتله روح شريلي بابوش كي هود للمرشي يشريلها بابوش كي جا طالع شاف طابلة تع دومينو و هو يموت على دومينو	26	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=98	و مرته قاتله خوف مطوالش عليا عندك خمس دقايق تشريلي بابوش و تجي	13	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=99	و هو يموت على دومينو جا فات على حومة لقا جماعة يلعبو فدومينو دبل سيس طول ما ضربش ساعة ضرب 4 سوايع	22	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=100	كي يدير كي يدير شا يقول لمرته دروك بطيت كي يقولها شا دار حط ببوشة عند باب حبة من حبة و حبة ططب حلت باب قاتله هدا وين تجي و الله لجبتهم أبيي من مرشي لدار .	37	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=101	وحد مرا كانت حاط ولدها فوق ماريو دخلت جارتها قالتلها علاه راكي حطاته فوق مريو قالتها باش كي يطيح نسمعه	20	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=102	قالك واحد النهار واحد معسكري طلع لتموشنت ومشى لحانوت نتاع مواد غذائية وسقساه شعال يدير العلك ?	17	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=103	قاله ما نبيعش انت معسكري . عاود رجع عنده غدوا ولابس حطه .	13	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=104	وسقساه شعال العلك ? قاله مانبيعش نتا معسكري خرج ومن بعد رجع عنده قاله كيفا ش عرفتني بلي معسكري	19	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=105	قاله التموشنتي هذا ماشي علك هادا جومبو	7	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=106	قالك وحد الوهراني فات على حومة في معسكر باللوطو ديكابوطابل ايا المعسكريين بدبو عليه سلامات سلامات حسبوه دار أكسيدون	19	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=107	مين يزيد مزيود جديد عند كل فاميلية وهرانية نفرحوا و نزهاو الا كانت شيرة و لا شير لخطرش غادي ينور الدار	21	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=108	نعرضو قاع الغاشي كيم لحباب و جوارين ونديروا نفاس هي القصعة .	12	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=110	كاين لي يمد لنافسة دراهم و كاين لي يمد كادويات كل وحدة دجيب لنجمت عليه	15	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=111	لي فيده كل يوم عيده زعما لي عنده دايمان يشري و فرحان	12	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=112	لي حرثه فرد دكه جمل	5	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=113	بهلول وموصي	2	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=114	خدم يا باقي لشاقي و كول يا مستراح	8	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=115	خبز دار يكلو براني	4	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=116	جات حماتي ليوم و بغات تتحكم فيا في داري و الله الا غايا قالو ناس زمان في عشنا و ينشنا في داري و باغيا تستعمرني	25	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=117	@@Lاط@@ذ الي باغها قاع خلاها قاع	6	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=118	كرش كبيرة تتقطع	3	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
S6	MADOran_Sentences.tsv:Sentno=119	مدبوحة تعيب على مسلوخة و مقطعة شابعة ضحك	8	CC-BY-NC-3.0-MADORAN	available			Exact source inventory only; semantic, translation, GPT, and native review pending.
