15	فمك	فمك	فَمُك	فم/NOUN_CONCRETE	ك/POSS_PRON	mouth	bouche	ID=12994	S=633
15	عندنا	عند	عِنْد	عند/ADV		with_us,_at	chez_nous	ID=4056	S=222
15	تاعنا	تاعنا	لِ	تاع/PREP	نا/POSS_PRON	our	notre	ID=5501	S=282
15	راسك	راسك	رَأْس	راس/NOUN_CONCRETE	(null)/CASE_DEF_GEN+ك/POSS_PRON	head	tête	ID=2543	S=129
15	تهدر	تهدر	تَتَكَلَم	هدر/IV	(null)/IVSUFF_SUBJ : 2MS	speak,talk	parler	ID=2867	S=155
15	4	4		4/NUMBER			4	ID=1280	S=64
15	ديك	ديك	ذلك	ديك/DEM_PRON_MS		that	ce	ID=421	S=26
15	حبة	حبة	حَبَّة	حب/NOUN_CONCRETE	ة/NSUFF_FEM_SG		grain;seed	ID=1052	S=55
15	تقول	تقول	تَقُول	قول/IV	(null)/IVSUFF_SUBJ : 2MS		say	ID=2592	S=137
15	لوكان	لوكان	لوكَان	كان/PV	(null)/PV SUFF_SUBJ :3MS	only_if	seulment_si	ID=2645	S=144
15	هاديك	هديك	تِلكَ	هديك/DEM_PRON		that	celui	ID=4289	S=233
15	وي	وي	نَعَم	وي/FOREIGN		yes	oui	ID=2704	S=148
15	رايحة	رايحة	ذَاهِب	رايح/NOUN_ACTIVE_PART	ة/NSUFF_FEM_SG	going	Aller	ID=3004	S=167
14	شاف	شاف	رئيس	شاف/FOREIGN		chief	chef	ID=629	S=36
14	خليني	خليني	خَلَّى	خلي/CV	(null)/CVSUFF_SUBJ :2MS +ني/CVSUFF_DO :1S	let	laisser	ID=11857	S=589
14	قعدت	قعدت	قَعَدَ	قعد/PV	ت/PV SUFF_SUBJ :3FS	sit_down,remain	s'asseoir,rester	ID=224	S=14
14	علينا	علينا	عَلَى	علي/PREP	نا/POSS_PRON	of	à	ID=2898	S=156
14	راكم	راكم	إِنَّكم	را/SUBJUNC_PART	كم/POSS_PRON	you_in_plural	vous	ID=5128	S=268
14	أونقلي	أونقلي	إنْجْليزي	أونقلي/FOREIGN			english	ID=25792	S=1169
14	قتلك	قتلك	قالَ	قت/PV	ت/PV SUFF_SUBJ :1S+ل/PREP+ك/POSS_PRON	said	dire	ID=3283	S=192
14	مليحة	مليحة	جَيِدَة	مليح/ADJ_QUALIT	(null)/CASE_INDEF_(ACC_GEN)+ة/NSUFF_FEM_SG	well	bien	ID=7018	S=352
14	مدام	مدام	مدام	مدام/FOREIGN		madam	madame	ID=17890	S=826
14	نشوف	نشوف	شَافَ	شوف/IV	(null)/IVSUFF_SUBJ:1S	see	voir	ID=1736	S=83
14	شويا	شويا	قَلِيل	شويا/NOUN_QUANT			some,_a_little_bit	ID=1405	S=70
14	مالك	مالك	مابك?,مامشكلتك?	ل/PREP	ك/POSS_PRON	what's_wrong_with_you_?	Qu'est-ce_qui_ne_va_pas?	ID=12973	S=632
14	يدي	يدي	يَد	يد/NOUN_CONCRETE	ي/POSS_PRON	hand	main	ID=4717	S=251
14	ياه	ياه	مَعَه	يا/PREP	ه/PRON_3MS		with_him	ID=49	S=4
13	منا	منا	مِنَا	من/PREP	نا/PRON_1P	from	à_partir_de	ID=1391	S=70
13	فيهم	فيهم	فِيهُم	في/PREP	هم/POSS_PRON	among	parmi	ID=1283	S=64
13	دايرة	دايرة	هَكَذا	داير/NOUN_ACTIVE_PART	ة/NSUFF_FEM_SG	how_is_it	comment__elle_est	ID=1072	S=56
13	سلعة	سلعة	سِلْعَة	سلع/NOUN_CONCRETE	ة/NSUFF_FEM_SG+(null)/CASE_INDEF_GEN	commodity	marchandise	ID=18322	S=848
13	دي	دي	آداةالجَمْع	دي/FOREIGN			des_;x;-s	ID=5140	S=268
13	اون	اون	فِي	اون/FOREIGN		in	en	ID=3484	S=199
13	نورمال	نورمال	عادي	نورمال/FOREIGN		normal	normale	ID=6264	S=328
13	داير	داير	هَكَذا	داير/NOUN_ACTIVE_PART		look_like	ressembler	ID=6418	S=333
13	مام	مام	لَمَا	مام/FOREIGN		even	même	ID=881	S=46
13	شي	شي	شَيْء	شي/NOUN	(null)/CASE_INDEF_NOM	something,_thing	quelque_chose,_chose	ID=249	S=16
13	دارنا	دارنا	دَارنا	دار/NOUN_CONCRETE	نا/POSS_PRON	our_family	notre_famille	ID=10707	S=542
13	@@Lاط@@ذ	@@Lاط@@ذ	نَ	@@Lاط@@ذ/TYPO			na	ID=1604	S=78
13	اي	ايا	ثُمَّ	ايا/CONJ		then,afterwards,next,moreover	puis,_après,_ensuite	ID=9637	S=442
13	قالو	قالو	قَالَ	قال/PV	و/PV SUFF_SUBJ :3MS	said	dis	ID=1238	S=62
13	بلا	بلا	بِدون	لا/NEG_PART		no;not	non;_non	ID=6366	S=331
13	جماعة	جماعة	جَمَاعَة	جماع/NOUN_CONCRETE	ة/NSUFF_FEM_SG+(null)/CASE_INDEF_GEN	group	groupe	ID=2148	S=99
13	كيفاه	كيفاه	كَيف	كيفاه/INTERROG_PRON		how	comment	ID=1240	S=62
13	قالهم	قالهم	قالَ	قال/PV	(null)/PVSUFF_SUBJ:3MS+هم/PVSUFF_DO:3MP	said,_told	dire	ID=314	S=20
13	ب	ب	بِ	ب/PREP		with	avec	ID=3386	S=196
13	خوك	خوك	أَخ	خو/NOUN_ABSTRACT	ك/POSS_PRON		frère;x;_brother	ID=1176	S=60
13	لدار	لدار	دَار	دار/NOUN_CONCRETE	(null)/CASE_INDEF_(ACC_GEN)		house;home	ID=157	S=11
13	دايمن	دايمن	دائما	دايمن/ADJ_QUALIT		always	toujours	ID=1177	S=60
12	له	له	لِ	ل/PREP	ه/POSS_PRON	to,for_+_it,him	à;pour_cela;lui	ID=4429	S=239
12	مليون	مليون	مِلْيُون	مليون/NOUN_NUM	(null)/CASE_DEF_GEN	million	million	ID=6046	S=319
12	زين	زين	الجَمال	زين/NOUN_ABSTRACT	(null)/CASE_INDEF_(ACC_GEN)	beauty	beauté	ID=2488	S=122
12	روحه	روحه	نَفْسَه	روح/NOUN_ABSTRACT	ه/POSS_PRON	soul,_self	âme,_soi	ID=1475	S=72
12	رجال	رجال	رَجُل	رجال/NOUN_CONCRETE		men	hommes	ID=8940	S=418
12	شيرة	شيرة	البِنت	شير/NOUN_ABSTRACT	ة/NSUFF_FEM_SG	girl	fille	ID=2305	S=107
12	زواج	زواج	زَواج	زواج/NOUN_ABSTRACT		wedding	marriage	ID=1190	S=61
12	يقولو	يقولو	قَالَ	قول/IV	و/IVSUFF_SUBJ:MP_MOOD:SJ	say	dire	ID=1707	S=82
12	نروحو	نروحو	راحَ	روح/IV	و/IVSUFF_SUBJ:MP_MOOD:SJ		go	ID=1734	S=83
12	تاعهم	تاعهم	هُم	تاع/PREP	هم/POSS_PRON	their	leur	ID=630	S=36
12	معاكم	معاكم	مَعكم	معا/PREP	كم/POSS_PRON	with	avec	ID=1859	S=88
12	مالكي	مالكي	مابِك	ما/INTERROG_PART	ل/PREP+كي/POSS_PRON	What's_your_problem	qu'est_ce_que_ta	ID=9083	S=422
12	بوك	بوك	فَايْسبوك	بوك/NOUN_PROP_FOREIGN		facebook	facebook	ID=3915	S=217
12	دعوة	دعوة	دَعْوَة	دعو/NOUN	ة/NSUFF_FEM_SG		(Islamic)_missionary_work;Da'wah;propaganda	ID=227	S=14
12	زيد	زيد	زاد	زيد/CV	(null)/CVSUFF_SUBJ :2MS	more,_add	plus_,_ajouter	ID=6061	S=319
12	علابالي	علابالي	أَعْرِف	بال/NOUN_ABSTRACT	ي/POSS_PRON	know	connaître	ID=16130	S=754
12	معاها	معاها	مَعَها	معا/PREP	ها/POSS_PRON	with	avec	ID=6721	S=343
12	تخدم	تخدم	تَعْمَل	خدم/IV	(null)/IVSUFF_SUBJ : 2MS	work	travailler	ID=1457	S=72
12	10	10		10/DATE			10	ID=7064	S=354
12	يقولها	يقولها	يَقُول	قول/IV	(null)/IVSUFF_SUBJ: 3MS +ها/IVSUFF_DO:3FS		said	ID=1198	S=61
12	سيدي	سيدي	سَيِّد	سيد/ADJ_QUALIT	ي/POSS_PRON		Sir;Mr.;Mister	ID=2633	S=144
11	داك	داك	ذ`لِكَ	داك/DEM_PRON		that	ce	ID=1764	S=85
11	تعرف	تعرف	عَرَف	عرف/IV	(null)/IVSUFF_SUBJ: 3FS	know	connaître	ID=15680	S=730
11	(	-		-/PUNC			-	ID=1624	S=78
11	جاو	جاو	جاء	جا/PV	و/PVSUFF_SUBJ:3MP	came	venir	ID=97	S=8
11	تعرفي	تعرفي	عَرَف	عرف/IV	ي/IVSUFF_SUBJ:2FS	know	connaître	ID=1120	S=58
11	معانا	معانا	مَعَ	معا/PREP	نا/POSS_PRON_1P	with	avec	ID=324	S=20
11	قبيلة	قبيلة	قَبِيلَة	قبيل/NOUN_ABSTRACT	ة/NSUFF_FEM_SG	tribe	tribu	ID=17822	S=822
11	اف	اف	اف	اف/ABBREV			f;x;_f	ID=13609	S=652
11	يبغي	يبغي	أرَاد	بغي/IV	(null)/IVSUFF_SUBJ: 3MS	want,love	vouloir,_aimer	ID=1980	S=93
11	مي	مي	لَكِن	مي/FOREIGN		but	mais	ID=4866	S=257
11	حلال	حلال	حَلَال	حلال/NOUN_PROP		legitimate,_halal	légitime,_halal	ID=2986	S=164
11	معنديش	معنديش	عِنْد	عند/NOUN	ي/POSS_PRON_1S+ش/NEG_PART	have	ont	ID=1948	S=91
11	رحت	رحت	راحَ	رح/PV	ت/PVSUFF_SUBJ:1S	went	allé	ID=368	S=23
11	شيخ	شيخ	شَيْخ	شيخ/NOUN_CONCRETE		sheikh;chieftain	sheikh,_chef_de_clan	ID=2528	S=127
11	دوصيي	دوصيي	مِلَف	دوصيي/FOREIGN		file	dossier	ID=4018	S=221
11	با	با	لَيْسَ	با/FOREIGN		not	pas	ID=5368	S=276
11	تاكل	تأكل	أَكَلُ	أكل/IV	(null)/IVSUFF_MOOD:S	eat,consume	manger,consommer	ID=429	S=26
11	ورقة	ورقة	وَرَقة	ورق/NOUN	ة/NSUFF_FEM_SG		paper;sheet	ID=390	S=24
11	نشوفو	نشوفو	نَرَى	شوف/IV	و/IVSUFF_SUBJ:MP_MOOD:SJ		see,watch	ID=1078	S=57
11	ريحة	ريحة	رائحة	ريح/NOUN_ABSTRACT	ة/NSUFF_FEM_SG	smell	odeur	ID=1127	S=58
10	الليل	الليل	لَيْل	ليل/NOUN_ABSTRACT		night	la_nuit	ID=1082	S=57
10	نقول	نقول	قَال	قول/IV	(null)/IVSUFF_SUBJ:1S	say	dire	ID=11278	S=566
10	هادوا	هادو	أولئك	هاد/DEM_PRON	و/POSS_PRON	those	ceux	ID=21448	S=983
10	صغار	صغار	صِغَار	صغار/ADJ_QUALIT	(null)/CASE_DEF_GEN	children	enfants	ID=1076	S=57
10	راسي	راسي	رَأْس	راس/NOUN_CONCRETE	ي/POSS_PRON	head	tête	ID=3138	S=181
10	يدير	يدير	فَعَل	دير/IV	(null)/IVSUFF_SUBJ: 3MS		do,conduct	ID=1689	S=82
10	نتزوج	نتزوج	تَزَوَّج	تزوج/IV	(null)/IVSUFF_SUBJ:1S		get_married	ID=533	S=31
10	عايش	عايش	عائِش	عايش/NOUN_ACTIVE_PART		living	vivant	ID=1387	S=70
10	صغيرة	صغيرة	صَغِيرة	صغير/ADJ_QUALIT	ة/NSUFF_FEM_SG	small_young	petit__jeune	ID=3304	S=193
10	قناة	قناة	قَناة	قنا/NOUN_ABSTRACT	ة/NSUFF_FEM_SG	channel	canal	ID=5075	S=266
10	تلقاهم	تلقاهم	تَجِد	لقا/IV	(null)/IVSUFF_SUBJ : 2MS+هم/PVSUFF_DO:3MP	find	trouver	ID=6566	S=339
10	تاعها	تاعها	لِ	تاع/PREP	ها/POSS_PRON		of	ID=4482	S=241
10	بيكم	بيكم	بِكم	بي/PREP	كم/POSS_PRON	with_you	avec_vous	ID=7344	S=363
10	نسقسيك	نسقسيك	سَأَلَ	سقسي/IV	(null)/IVSUFF_SUBJ:1S+ك/IVSUFF_DO:2MS		se_renseigner;x;_ask,inquire	ID=2798	S=151
10	كرية	كرية	الكِرَاء	كري/NOUN_ABSTRACT	ة/NSUFF_FEM_SG	rent	location	ID=13456	S=646
10	جمال	جمال	جَمَال	جمال/NOUN_PROP		Jamal	Djamel	ID=13108	S=635
10	فات	فات	فاتَ	فات/PV	(null)/PVSUFF_SUBJ:3MS		expire;go_by;pass_by	ID=2144	S=99
10	فاتك	فاتك	فاتَ	فات/PV	(null)/PVSUFF_SUBJ:3MS+ك/PVSUFF_DO:2MS	surpass	dépasser	ID=9584	S=440
10	نعطيك	نعطيك	أَعْطَى	عطي/IV	(null)/IVSUFF_SUBJ:1S+ك/IVSUFF_DO:2MS	give,provide	donner,fournir	ID=3437	S=198
10	لقيت	لقيت	لَقِيَ	لقي/PV	ت/SUFF_FEM_TA	find	trouver	ID=3938	S=218
10	نعم	نعم	نَعَم	نعم/YES_NO_RESP_PART		yes	oui	ID=15253	S=711
10	ياك	ياك	حَقَّا	ياك/YES_NO_RESP_PART			right_?	ID=11	S=1
10	قتلها	قتلها	قالَ	قت/PV	ت/PV SUFF_SUBJ :1S+ل/PREP+ها/POSS_PRON		said	ID=2085	S=96
10	قتله	قتله	قال	قت/PV	(null)/PVSUFF_SUBJ:1S+ل/PREP+ه/POSS_PRON_3MS		said	ID=339	S=22
