"id"	"cefr"	"topic"	"arabic"	"source_form"	"latin"	"ko"	"en"	"kind"	"marker_type"	"oran_marker"	"evidence"	"status"	"source_id"	"source_locator"	"note"
"OD-0949"	"A2"	"verbs"	"دبر"	"دبر"	"dbr"	"처리하다 (명령)"	"handle (imperative, m.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 3228; sentence 188"	"명령형; 형태 태그상 주어=너(남성 단수)"
"OD-0950"	"A2"	"people"	"عمك"	"عمك"	"3mk"	"네 삼촌"	"your uncle"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 3510; sentence 201"	"소유접사=2인칭 단수"
"OD-0951"	"A2"	"general"	"راهش"	"راهش"	"rahch"	"그는 ~이 아니다"	"is not"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4333; sentence 236"	"ma-/m-…-ch 부정 표면형"
"OD-0952"	"A2"	"verbs"	"عيطت"	"عيطت"	"3ytt"	"나는 전화했다/불렀다"	"I called"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4874; sentence 258"	"완료형; 형태 태그상 주어=나"
"OD-0953"	"A2"	"verbs"	"بدات"	"بدات"	"bdat"	"그녀는 시작했다"	"she started"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 5653; sentence 288"	"완료형; 형태 태그상 주어=그녀"
"OD-0954"	"A2"	"verbs"	"عرفت"	"عرفت"	"3rft"	"나는 알았다"	"I knew / found out"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 5882; sentence 311"	"완료형; 형태 태그상 주어=나"
"OD-0955"	"A2"	"general"	"وجهي"	"وجهي"	"wjhy"	"내 얼굴"	"my face"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 7086; sentence 354"	"소유·전치사 결합 접사=1인칭 단수"
"OD-0956"	"A2"	"general"	"بنادم"	"بنادم"	"bnadm"	"사람; 인간"	"human kind"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 7324; sentence 362"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0957"	"A2"	"function"	"توعنا"	"توعنا"	"tw3na"	"우리의"	"our"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 8368; sentence 400"	"소유·전치사 결합 접사=1인칭 복수"
"OD-0958"	"A2"	"general"	"بنيادم"	"بنيادم"	"bnyadm"	"사람; 인간"	"human kind"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 8418; sentence 401"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0959"	"A2"	"general"	"فمها"	"فمها"	"fmha"	"그녀의 입"	"her mouth"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 9848; sentence 471"	"소유·전치사 결합 접사=3인칭 여성 단수"
"OD-0960"	"A2"	"verbs"	"نجم"	"نجم"	"njm"	"나는 할 수 있었다"	"I could"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 11277; sentence 566"	"완료형; 주어=나; 의미 “할 수 있었다”"
"OD-0961"	"A2"	"abstract"	"حياتنا"	"حياتنا"	"7yatna"	"우리의 삶"	"our life"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 11682; sentence 583"	"소유·전치사 결합 접사=1인칭 복수"
"OD-0962"	"A2"	"people"	"ولادك"	"ولادك"	"wladk"	"네 아이들"	"your children"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 12097; sentence 599"	"소유·전치사 결합 접사=2인칭"
"OD-0963"	"A2"	"function"	"مني"	"مني"	"mny"	"나에게서"	"from me"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 16133; sentence 754"	"소유·전치사 결합 접사=1인칭 단수"
"OD-0964"	"A2"	"verbs"	"شد"	"شد"	"chd"	"take,hold (명령)"	"take / hold (imperative, m.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 17093; sentence 793"	"명령형; 형태 태그상 주어=너(남성 단수)"
"OD-0965"	"A2"	"people"	"ولادهم"	"ولادهم"	"wladhm"	"그들의 아이들"	"their children"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 18624; sentence 858"	"소유·전치사 결합 접사=3인칭 남성 복수"
"OD-0966"	"A2"	"general"	"قدامي"	"قدامي"	"9damy"	"내 앞에"	"in front of me"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 23056; sentence 1067"	"소유·전치사 결합 접사=1인칭 단수"
"OD-0967"	"A2"	"general"	"فلواد"	"فلواد"	"flwad"	"계곡에서; 하천에서"	"in the valley / riverbed"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 23127; sentence 1068"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0968"	"A2"	"verbs"	"ارفد"	"ارفد"	"arfd"	"들다 (명령)"	"carry (imperative, m.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 23715; sentence 1088"	"명령형; 형태 태그상 주어=너(남성 단수)"
"OD-0969"	"A2"	"function"	"تاوعنا"	"تاوعنا"	"taw3na"	"우리의"	"our"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 26362; sentence 1189"	"소유·전치사 결합 접사=1인칭 복수"
"OD-0970"	"A2"	"general"	"كرعيك"	"كرعيك"	"kr3yk"	"네 두 발/다리"	"your feet / legs"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 186; sentence 13"	"소유·전치사 결합 접사=2인칭"
"OD-0971"	"A2"	"verbs"	"طول"	"طول"	"twl"	"그는 길어졌다/오래 걸렸다"	"he/it became long / took long"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 1601; sentence 77"	"완료형; 형태 태그상 주어=그"
"OD-0972"	"A2"	"verbs"	"عمر"	"عمر"	"3mr"	"채우다 (명령)"	"fill (imperative, m.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2542; sentence 129"	"명령형; 형태 태그상 주어=너(남성 단수)"
