"id"	"cefr"	"topic"	"arabic"	"source_form"	"latin"	"ko"	"en"	"kind"	"marker_type"	"oran_marker"	"evidence"	"status"	"source_id"	"source_locator"	"note"
"OD-0849"	"A2"	"general"	"بجزايرية"	"بجزايرية"	"bjzayrya"	"알제리식으로; 알제리어로"	"in Algerian (style/language)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 11038; sentence 554"	"전치사 b- + jzayriya; “알제리식으로/알제리어로”"
"OD-0850"	"A2"	"verbs"	"نطيب"	"نطيب"	"ntyb"	"나는 cook한다"	"I cook"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 11251; sentence 566"	"미완료형; 형태 태그상 주어=나"
"OD-0851"	"A2"	"verbs"	"شتي"	"شتي"	"chty"	"너(여성 단수)는 보았다"	"you (f.sg.) saw"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 11424; sentence 574"	"완료형; 형태 태그상 주어=너(여성 단수)"
"OD-0852"	"A2"	"verbs"	"خصنا"	"خصنا"	"khsna"	"우리는 필요하다"	"we need"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 11680; sentence 583"	"완료형; 형태 태그상 주어=우리"
"OD-0853"	"A2"	"general"	"بنتها"	"بنتها"	"bntha"	"그녀의 딸"	"her daughter"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 13849; sentence 660"	"소유·전치사 결합 접사=3인칭 여성 단수"
"OD-0854"	"A2"	"general"	"فزواج"	"فزواج"	"fzwaj"	"결혼식에서"	"at a wedding"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 13987; sentence 665"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0855"	"A2"	"verbs"	"يخمم"	"يخمم"	"ykhmm"	"그는 생각한다"	"he thinks"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 13990; sentence 665"	"미완료형; 형태 태그상 주어=그"
"OD-0856"	"A2"	"verbs"	"يدبر"	"يدبر"	"ydbr"	"그는 찾는다/마련한다"	"he looks for / arranges"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 13994; sentence 665"	"미완료형; 형태 태그상 주어=그"
"OD-0857"	"A2"	"verbs"	"تعاير"	"تعاير"	"t3ayr"	"너(남성 단수)는 모욕한다/도발한다"	"you (m.sg.) insult / provoke"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 14474; sentence 682"	"미완료형; 형태 태그상 주어=너(남성 단수)"
"OD-0858"	"A2"	"general"	"بسلامة"	"بسلامة"	"bslama"	"goodbye"	"goodbye"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 14657; sentence 687"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0859"	"A2"	"verbs"	"نتفاهم"	"نتفاهم"	"ntfahm"	"나는 이해한다"	"I understand"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 14672; sentence 688"	"미완료형; 형태 태그상 주어=나"
"OD-0860"	"A2"	"verbs"	"يستاهل"	"يستاهل"	"ystahl"	"그는 받을 만하다"	"he deserves"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 14723; sentence 689"	"미완료형; 형태 태그상 주어=그"
"OD-0861"	"A2"	"verbs"	"نطل"	"نطل"	"ntl"	"나는 내다본다/바라본다"	"I overlook / look out"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 14817; sentence 694"	"미완료형; n-로 1인칭 단수"
"OD-0862"	"A2"	"verbs"	"نريح"	"نريح"	"nry7"	"나는 relax한다"	"I relax"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 15129; sentence 705"	"미완료형; 형태 태그상 주어=나"
"OD-0863"	"A2"	"verbs"	"يجيب"	"يجيب"	"yjyb"	"그는 가져온다/데려온다"	"he brings / gets"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 15998; sentence 743"	"미완료형; 형태 태그상 주어=그"
"OD-0864"	"A2"	"people"	"صحبتي"	"صحبتي"	"s7bty"	"내 여자 친구"	"my female friend"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 16173; sentence 756"	"소유·전치사 결합 접사=1인칭 단수"
"OD-0865"	"A2"	"verbs"	"يزقي"	"يزقي"	"yz9y"	"그는 소리친다"	"he shouts"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 16197; sentence 757"	"미완료형; 형태 태그상 주어=그"
"OD-0866"	"A2"	"verbs"	"لقاو"	"لقاو"	"l9aw"	"그들은 찾았다"	"they found"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 16897; sentence 784"	"완료형; 형태 태그상 주어=그들"
"OD-0867"	"A2"	"abstract"	"قلبك"	"قلبك"	"9lbk"	"네 마음/심장"	"your heart"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 17376; sentence 802"	"소유·전치사 결합 접사=2인칭"
"OD-0868"	"A2"	"general"	"ولده"	"ولده"	"wldh"	"그의 아이/아들"	"his child / son"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 17816; sentence 822"	"소유·전치사 결합 접사=3인칭 남성 단수"
"OD-0869"	"A2"	"verbs"	"تفهم"	"تفهم"	"tfhm"	"너(남성 단수)는 이해한다"	"you (m.sg.) understand"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 18017; sentence 831"	"미완료형; 형태 태그상 주어=너(남성 단수)"
"OD-0870"	"A2"	"verbs"	"تبلع"	"تبلع"	"tbl3"	"너(남성 단수)는 삼킨다"	"you (m.sg.) swallow"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 19049; sentence 877"	"미완료형; 형태 태그상 주어=너(남성 단수)"
"OD-0871"	"A2"	"verbs"	"نهود"	"نهود"	"nhwd"	"나는 내려간다"	"I go down"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 19629; sentence 898"	"미완료형; 형태 태그상 주어=나"
"OD-0872"	"A2"	"verbs"	"يعني"	"يعني"	"y3ny"	"그것은 ~을 뜻한다"	"it means"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 21159; sentence 973"	"미완료형; 주어=그것/그(3인칭 남성 단수)"
"OD-0873"	"A2"	"verbs"	"تصيد"	"تصيد"	"tsyd"	"너(남성 단수)는 사냥한다"	"you (m.sg.) hunt"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 21362; sentence 982"	"미완료형; 형태 태그상 주어=너(남성 단수)"
"OD-0874"	"A2"	"verbs"	"يحلم"	"يحلم"	"y7lm"	"그는 꿈꾼다"	"he dreams"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 21417; sentence 983"	"미완료형; 형태 태그상 주어=그"
"OD-0875"	"A2"	"general"	"رواحنا"	"رواحنا"	"rwa7na"	"ourselves"	"ourselves"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 23352; sentence 1077"	"소유·전치사 결합 접사=1인칭 복수"
"OD-0876"	"A2"	"verbs"	"نقابل"	"نقابل"	"n9abl"	"나는 만나한다"	"I meet"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 24069; sentence 1102"	"미완료형; 형태 태그상 주어=나"
