"id"	"cefr"	"topic"	"arabic"	"source_form"	"latin"	"ko"	"en"	"kind"	"marker_type"	"oran_marker"	"evidence"	"status"	"source_id"	"source_locator"	"note"
"OD-0710"	"A2"	"verbs"	"نتكلو"	"نتكلو"	"ntklw"	"우리는 의지한다"	"we rely / trust"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 17132; sentence 794"	"미완료형; 형태 태그상 주어=우리"
"OD-0711"	"A2"	"verbs"	"نصيدوا"	"نصيدوا"	"nsydwa"	"우리는 사냥한다"	"we hunt"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 24008; sentence 1100"	"미완료형; 형태 태그상 주어=우리"
"OD-0712"	"A2"	"general"	"روحي"	"روحي"	"rw7y"	"내 영혼; 나 자신"	"my soul; myself"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 1907; sentence 90"	"소유·전치사 결합 접사=1인칭 단수"
"OD-0713"	"A2"	"general"	"روحك"	"روحك"	"rw7k"	"네 영혼; 너 자신"	"your soul; yourself"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 1913; sentence 90"	"소유·전치사 결합 접사=2인칭"
"OD-0714"	"A2"	"adjectives"	"عمري"	"عمري"	"3mry"	"내 삶; 내 사랑"	"my life; my dear"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4696; sentence 250"	"소유·전치사 결합 접사=1인칭 단수"
"OD-0715"	"A2"	"general"	"مالكي"	"مالكي"	"malky"	"너(여성 단수)는 왜 그래?"	"what is wrong with you? (f.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 9083; sentence 422"	"mal-ki에서 -ki=2인칭 여성 단수"
"OD-0716"	"A2"	"general"	"كيراك"	"كيراك"	"kyrak"	"너(남성 단수)는 어떻게 지내?"	"how are you doing? (m.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 1482; sentence 73"	"소유·전치사 결합 접사=2인칭"
"OD-0717"	"A2"	"verbs"	"نزيد"	"نزيد"	"nzyd"	"나는 더한다"	"I add"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2580; sentence 135"	"미완료형; 형태 태그상 주어=나"
"OD-0718"	"A2"	"general"	"شاه"	"شاه"	"chah"	"무엇"	"what"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 9333; sentence 428"	"접사 없음; 의문사 “무엇”"
"OD-0719"	"A2"	"verbs"	"نقعد"	"نقعد"	"n93d"	"나는 머문다"	"I stay"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 707; sentence 39"	"미완료형; 형태 태그상 주어=나"
"OD-0720"	"A2"	"general"	"للبحر"	"للبحر"	"llb7r"	"바다로; 바다에"	"to the sea; at the sea"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 1436; sentence 71"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0721"	"A2"	"verbs"	"نخاف"	"نخاف"	"nkhaf"	"나는 무서워한다/걱정한다"	"I am afraid / worried"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2838; sentence 152"	"미완료형; 형태 태그상 주어=나"
"OD-0722"	"A2"	"verbs"	"نخرج"	"نخرج"	"nkhrj"	"나는 나간다"	"I go out /  leave"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4490; sentence 242"	"미완료형; 형태 태그상 주어=나"
"OD-0723"	"A2"	"people"	"خالتي"	"خالتي"	"khalty"	"내 이모"	"my maternal aunt"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 5998; sentence 315"	"소유·전치사 결합 접사=1인칭 단수"
"OD-0724"	"A2"	"verbs"	"نعرف"	"نعرف"	"n3rf"	"나는 안다"	"I know"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 11250; sentence 566"	"미완료형; 형태 태그상 주어=나"
"OD-0725"	"A2"	"verbs"	"دخلوا"	"دخلوا"	"dkhlwa"	"그들은 들어갔다"	"they entered"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 25540; sentence 1164"	"완료형; 형태 태그상 주어=그들"
"OD-0726"	"A2"	"verbs"	"نقارع"	"نقارع"	"n9ar3"	"나는 기다린다"	"I wait"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 3065; sentence 174"	"미완료형; 형태 태그상 주어=나"
"OD-0727"	"A2"	"adjectives"	"مداري"	"مداري"	"mdary"	"usually"	"usually"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 3094; sentence 177"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0728"	"A2"	"verbs"	"قولي"	"قولي"	"9wly"	"말하다 (명령)"	"say / tell (imperative, f.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 3145; sentence 182"	"명령형; 형태 태그상 주어=너(여성 단수)"
"OD-0729"	"A2"	"verbs"	"نشاء"	"نشاء"	"ncha'"	"신이 원하신다면"	"God willing"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 3156; sentence 184"	"inshallah 일부 표면형으로 보이며 동사 완료형·3인칭 남성 주어 분석 아님"
"OD-0730"	"A2"	"people"	"راجلي"	"راجلي"	"rajly"	"내 남편"	"my husband"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6146; sentence 322"	"소유·전치사 결합 접사=1인칭 단수"
"OD-0731"	"A2"	"general"	"وحده"	"وحده"	"w7dh"	"alone"	"alone"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 10693; sentence 542"	"소유·전치사 결합 접사=3인칭 남성 단수"
