"id"	"cefr"	"topic"	"arabic"	"source_form"	"latin"	"ko"	"en"	"kind"	"marker_type"	"oran_marker"	"evidence"	"status"	"source_id"	"source_locator"	"note"
"OD-0909"	"A2"	"verbs"	"خص"	"خص"	"khs"	"그는 필요했다"	"he needed"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 9751; sentence 459"	"완료형; 형태 태그상 주어=그"
"OD-0910"	"A2"	"function"	"بيا"	"بيا"	"bya"	"나와 함께; 나를 통해"	"with me / through me"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 13759; sentence 656"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0911"	"A2"	"function"	"عندهم"	"عندهم"	"3ndhm"	"그들에게 있다; 그들이 가지고 있다"	"they have"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 15818; sentence 737"	"소유·전치사 결합 접사=3인칭 남성 복수"
"OD-0912"	"A2"	"verbs"	"اسكت"	"اسكت"	"askt"	"조용히 하다 (명령)"	"shut up (imperative, m.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 18068; sentence 833"	"명령형; 형태 태그상 주어=너(남성 단수)"
"OD-0913"	"A2"	"verbs"	"بلعي"	"بلعي"	"bl3y"	"입을 다물어 (여성 단수에게)"	"shut your mouth (imperative, f.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 19007; sentence 876"	"명령형; -i로 2인칭 여성 단수"
"OD-0914"	"A2"	"function"	"بيك"	"بيك"	"byk"	"너와 함께; 너를 통해"	"with you (sg.) / through you"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 765; sentence 42"	"소유·전치사 결합 접사=2인칭"
"OD-0915"	"A2"	"verbs"	"طاح"	"طاح"	"ta7"	"그는 떨어졌다/일이 일어났다"	"he fell / it happened"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 3836; sentence 213"	"완료형; 형태 태그상 주어=그"
"OD-0916"	"A2"	"function"	"تاعكم"	"تاعكم"	"ta3km"	"너희의 것"	"yours (pl.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 5581; sentence 284"	"소유·전치사 결합 접사=2인칭 복수"
"OD-0917"	"A2"	"function"	"ملهيه"	"ملهيه"	"mlhyh"	"거기에서"	"from there"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6771; sentence 344"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0918"	"A2"	"general"	"غاديش"	"غاديش"	"ghadych"	"~하지 않을 것이다"	"will not"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 7023; sentence 352"	"ghadi + -sh 부정; 긍정 미래 “will”이 아니라 “will not”"
"OD-0919"	"A2"	"function"	"ليا"	"ليا"	"lya"	"나에게; 나를 위해"	"to, for me"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 11728; sentence 586"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0920"	"A2"	"verbs"	"تلاقيت"	"تلاقيت"	"tla9yt"	"나는 만났다"	"I met"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 112; sentence 8"	"완료형; 형태 태그상 주어=나"
"OD-0921"	"A2"	"communication"	"الهدرة"	"الهدرة"	"alhdra"	"말; 이야기"	"speech, talking"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 721; sentence 39"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0922"	"A2"	"verbs"	"فاتت"	"فاتت"	"fatt"	"그녀는 지나갔다"	"she passed / it went by"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 1148; sentence 59"	"완료형; -et로 3인칭 여성 단수"
"OD-0923"	"A2"	"people"	"مرته"	"مرته"	"mrth"	"그의 아내"	"his wife"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 1556; sentence 76"	"소유·전치사 결합 접사=3인칭 남성 단수"
"OD-0924"	"A2"	"verbs"	"لقا"	"لقا"	"l9a"	"그는 찾았다"	"he found"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 1754; sentence 84"	"완료형; 형태 태그상 주어=그"
