"id"	"cefr"	"topic"	"arabic"	"source_form"	"latin"	"ko"	"en"	"kind"	"marker_type"	"oran_marker"	"evidence"	"status"	"source_id"	"source_locator"	"note"
"OD-0801"	"A2"	"verbs"	"نطلب"	"نطلب"	"ntlb"	"나는 요청한다"	"I request / ask for"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 18978; sentence 875"	"미완료형; 형태 태그상 주어=나"
"OD-0802"	"A2"	"general"	"لمن"	"لمن"	"lmn"	"who,whom"	"who,whom"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 21105; sentence 972"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0803"	"A2"	"verbs"	"كولي"	"كولي"	"kwly"	"먹다 (명령)"	"eat (imperative, f.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 23408; sentence 1079"	"명령형; 형태 태그상 주어=너(여성 단수)"
"OD-0804"	"A2"	"verbs"	"تخونوا"	"تخونوا"	"tkhwnwa"	"너희는 배신한다"	"you (pl.) betray"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 23750; sentence 1090"	"미완료형; 형태 태그상 주어=너희"
"OD-0805"	"A2"	"verbs"	"تحكي"	"تحكي"	"t7ky"	"너(남성 단수)는 말해 준다"	"you (m.sg.) tell"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 27375; sentence 1217"	"미완료형; 형태 태그상 주어=너(남성 단수)"
"OD-0806"	"A2"	"verbs"	"خلصنا"	"خلصنا"	"khlsna"	"우리는 지불했다"	"we paid"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 72; sentence 6"	"완료형; 형태 태그상 주어=우리"
"OD-0807"	"A2"	"verbs"	"نسكن"	"نسكن"	"nskn"	"나는 산다/거주한다"	"I live / reside"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 161; sentence 11"	"미완료형; 형태 태그상 주어=나"
"OD-0808"	"A2"	"general"	"معندك"	"معندك"	"m3ndk"	"너에게는 없다"	"you do not have"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 285; sentence 19"	"ma- 부정+3andek(너에게 있다); 의미 “너에게 없다”"
"OD-0809"	"A2"	"general"	"كيفك"	"كيفك"	"kyfk"	"너처럼"	"like you"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 868; sentence 46"	"소유·전치사 결합 접사=2인칭"
"OD-0810"	"A2"	"people"	"لمرته"	"لمرته"	"lmrth"	"그의 아내에게"	"to his wife"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 1253; sentence 63"	"소유·전치사 결합 접사=3인칭 남성 단수"
"OD-0811"	"A2"	"verbs"	"قعدو"	"قعدو"	"93dw"	"그들은 머물렀다"	"they stayed"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 1375; sentence 69"	"완료형; 형태 태그상 주어=그들"
"OD-0812"	"A2"	"verbs"	"يقيس"	"يقيس"	"y9ys"	"그는 잰다/측정한다"	"he measures"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 1895; sentence 90"	"미완료형; 형태 태그상 주어=그"
"OD-0813"	"A2"	"general"	"عشنا"	"عشنا"	"3chna"	"우리의 삶"	"our life"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2417; sentence 116"	"3ich-na로 분석할 경우 소유접사=1인칭 복수; “우리의 삶”; nest 의미는 오분석"
"OD-0814"	"A2"	"verbs"	"دارو"	"دارو"	"darw"	"그들은 built했다"	"they built (completed/past)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2642; sentence 144"	"완료형; 형태 태그상 주어=그들"
"OD-0815"	"A2"	"verbs"	"يتزوج"	"يتزوج"	"ytzwj"	"그는 결혼한다"	"he gets married"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2778; sentence 150"	"미완료형; 주어=그; 어근 의미 “결혼하다”"
"OD-0816"	"A2"	"verbs"	"تحشم"	"تحشم"	"t7chm"	"그녀는 부끄러워한다"	"she is ashamed / embarrassed"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2834; sentence 152"	"미완료형; 형태 태그상 주어=그녀"
"OD-0817"	"A2"	"general"	"مراكش"	"مراكش"	"mrakch"	"너(여성 단수)는 ~이 아니다/없다"	"you (f.sg.) are not"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2868; sentence 155"	"존재/상태 부정 ra-ki-sh; 주어=2인칭 여성 단수"
"OD-0818"	"A2"	"verbs"	"تسقسي"	"تسقسي"	"ts9sy"	"너(남성 단수)는 묻는다"	"you (m.sg.) ask / inquire"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2870; sentence 155"	"미완료형; 형태 태그상 주어=너(남성 단수)"
"OD-0819"	"A2"	"verbs"	"يرحم"	"يرحم"	"yr7m"	"그는 자비를 베푼다"	"he has mercy"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 3149; sentence 182"	"미완료형; 형태 태그상 주어=그"
"OD-0820"	"A2"	"general"	"بسيف"	"بسيف"	"bsyf"	"억지로; 강제로"	"by force"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 3568; sentence 203"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0821"	"A2"	"verbs"	"يحكم"	"يحكم"	"y7km"	"그는 통제한다/판단한다"	"he controls / judges"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4324; sentence 236"	"미완료형; 형태 태그상 주어=그"
"OD-0822"	"A2"	"verbs"	"يسلك"	"يسلك"	"yslk"	"그는 빠져나간다/해결한다"	"he gets away / manages"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4367; sentence 237"	"미완료형; 형태 태그상 주어=그"
"OD-0823"	"A2"	"verbs"	"نستاهل"	"نستاهل"	"nstahl"	"나는 받을 만하다"	"I deserve"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4708; sentence 251"	"미완료형; 형태 태그상 주어=나"
"OD-0824"	"A2"	"verbs"	"تصور"	"تصور"	"tswr"	"너(남성 단수)는 상상한다"	"you (m.sg.) imagine"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 5440; sentence 280"	"미완료형; 형태 태그상 주어=너(남성 단수)"
"OD-0825"	"A2"	"verbs"	"نخلص"	"نخلص"	"nkhls"	"나는 지불한다"	"I pay"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 5758; sentence 296"	"미완료형; 형태 태그상 주어=나"
"OD-0826"	"A2"	"verbs"	"يجري"	"يجري"	"yjry"	"그는 달린다"	"he runs"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6272; sentence 328"	"미완료형; 형태 태그상 주어=그"
"OD-0827"	"A2"	"verbs"	"تعيط"	"تعيط"	"t3yt"	"그녀는 부른다/소리친다"	"she calls / shouts"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6292; sentence 328"	"미완료형; 형태 태그상 주어=그녀"
"OD-0828"	"A2"	"verbs"	"يضل"	"يضل"	"ydl"	"그는 계속 머문다"	"he remains / continues"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6441; sentence 334"	"미완료형; 형태 태그상 주어=그"
