"id"	"cefr"	"topic"	"arabic"	"source_form"	"latin"	"ko"	"en"	"kind"	"marker_type"	"oran_marker"	"evidence"	"status"	"source_id"	"source_locator"	"note"
"OD-0614"	"A2"	"verbs"	"معرفتش"	"معرفتش"	"m3rftch"	"나는 몰랐다"	"I did not know"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4317; sentence 235"	"완료형; 형태 태그상 주어=나; ma-/m-…-ch 부정 표면형"
"OD-0615"	"A2"	"verbs"	"ميقدش"	"ميقدش"	"my9dch"	"그는 할 수 없다"	"he cannot"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6475; sentence 335"	"미완료형; 형태 태그상 주어=그; ma-/m-…-ch 부정 표면형"
"OD-0616"	"A2"	"verbs"	"يرحمه"	"يرحمه"	"yr7mh"	"그는 그에게 자비를 베푼다"	"he has mercy on him"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6776; sentence 345"	"미완료형; 형태 태그상 주어=그; 목적어 접사=그를/그것(남성)을"
"OD-0617"	"A2"	"verbs"	"تسقسيه"	"تسقسيه"	"ts9syh"	"너(남성 단수)는 그에게 묻는다"	"you (m.sg.) ask him"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6802; sentence 346"	"미완료형; 형태 태그상 주어=너(남성 단수); 목적어 접사=그를/그것(남성)을"
"OD-0618"	"A2"	"verbs"	"يعجبك"	"يعجبك"	"y3jbk"	"그것이 네 마음에 든다"	"you like it"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 10076; sentence 508"	"미완료형; 문법적 주어=그것/그; 목적어 접사=너(남성)를; 자연 의미는 “네 마음에 들다”"
"OD-0619"	"A2"	"verbs"	"يخليك"	"يخليك"	"ykhlyk"	"그는 너를 내버려 둔다/하게 둔다"	"he leaves you / lets you"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 10380; sentence 527"	"미완료형; 주어=그; 목적어 접사=너(남성)를; 기본 의미는 “내버려 두다/하게 두다”"
"OD-0620"	"A2"	"verbs"	"منطولش"	"منطولش"	"mntwlch"	"나는 오래 걸리지 않는다"	"I do not take long"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 14078; sentence 668"	"미완료형; 형태 태그상 주어=나; ma-/m-…-ch 부정 표면형"
"OD-0621"	"A2"	"verbs"	"نجيبها"	"نجيبها"	"njybha"	"나는 그녀를/그것을 가져온다"	"I bring her/it"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 254; sentence 16"	"미완료형; 형태 태그상 주어=나; 목적어 접사=그녀를/그것(여성)을"
"OD-0622"	"A2"	"verbs"	"تخليها"	"تخليها"	"tkhlyha"	"너(남성 단수)는 그녀를/그것을 내버려 둔다"	"you (m.sg.) leave her/it alone"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 401; sentence 24"	"미완료형; 형태 태그상 주어=너(남성 단수); 목적어 접사=그녀를/그것(여성)을"
"OD-0623"	"A2"	"verbs"	"دارولي"	"دارولي"	"darwly"	"그들은 나에게 해 주었다"	"they did it for me"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 420; sentence 26"	"완료형; 주어=그들; 전치사 결합 접사=나에게/나를 위해"
"OD-0624"	"A2"	"verbs"	"مدولي"	"مدولي"	"mdwly"	"그들은 나에게 주었다"	"they gave me"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 3867; sentence 214"	"완료형; 형태 태그상 주어=그들; 소유·전치사 결합 접사=1인칭 단수"
"OD-0625"	"A2"	"verbs"	"يعرفها"	"يعرفها"	"y3rfha"	"그는 그녀를/그것(여성)을 안다"	"he knows her/it (f.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 3932; sentence 217"	"미완료형; 형태 태그상 주어=그; 목적어 접사=그녀를/그것(여성)을"
"OD-0626"	"A2"	"verbs"	"نديرها"	"نديرها"	"ndyrha"	"나는 그것(여성형)을 한다"	"I do it (f.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 8141; sentence 391"	"미완료형; 형태 태그상 주어=나; 목적어 접사=그녀를/그것(여성)을"
"OD-0627"	"A2"	"verbs"	"نبغيها"	"نبغيها"	"nbghyha"	"나는 그녀를/그것(여성)을 원한다"	"I want her/it (f.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 9060; sentence 422"	"미완료형; 형태 태그상 주어=나; 목적어 접사=그녀를/그것(여성)을"
"OD-0628"	"A2"	"verbs"	"نوصلك"	"نوصلك"	"nwslk"	"나는 너를 데려다준다"	"I take you / get you there"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 10326; sentence 525"	"미완료형; 형태 태그상 주어=나; 목적어 접사=너(남성)를"
"OD-0629"	"A2"	"verbs"	"منبغيش"	"منبغيش"	"mnbghych"	"나는 원하지 않는다"	"I do not want"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 11215; sentence 564"	"미완료형; 형태 태그상 주어=나; ma-/m-…-ch 부정 표면형"
"OD-0630"	"A2"	"verbs"	"منعرفش"	"منعرفش"	"mn3rfch"	"나는 모른다"	"I do not know"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 11254; sentence 566"	"미완료형; 형태 태그상 주어=나; ma-/m-…-ch 부정 표면형"
"OD-0631"	"A2"	"verbs"	"نحبك"	"نحبك"	"n7bk"	"나는 너를 사랑한다"	"I love you (m.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 12420; sentence 612"	"미완료형; 형태 태그상 주어=나; 목적어 접사=너(남성)를"
"OD-0632"	"A2"	"verbs"	"منقدش"	"منقدش"	"mn9dch"	"나는 할 수 없다"	"I cannot"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 13519; sentence 648"	"미완료형; 형태 태그상 주어=나; ma-/m-…-ch 부정 표면형"
"OD-0633"	"A2"	"verbs"	"تعطيه"	"تعطيه"	"t3tyh"	"너(남성 단수)는 그에게 준다/그것을 준다"	"you (m.sg.) give him/it (m.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 13602; sentence 652"	"미완료형; 형태 태그상 주어=너(남성 단수); 목적어 접사=그를/그것(남성)을"
"OD-0634"	"A2"	"verbs"	"نشدلك"	"نشدلك"	"nchdlk"	"나는 너를 위해 잡아 준다"	"I hold it for you"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 16024; sentence 747"	"미완료형; 형태 태그상 주어=나; 소유·전치사 결합 접사=2인칭"
"OD-0635"	"A2"	"verbs"	"نعاودها"	"نعاودها"	"n3awdha"	"나는 그녀를/그것(여성)을 반복한다"	"I repeat her/it (f.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 19682; sentence 900"	"미완료형; 형태 태그상 주어=나; 목적어 접사=그녀를/그것(여성)을"
"OD-0636"	"A2"	"verbs"	"تخلصوها"	"تخلصوها"	"tkhlswha"	"너희는 그녀를/그것(여성)을 지불한다"	"you (pl.) pay her/it (f.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 21023; sentence 968"	"미완료형; 형태 태그상 주어=너희; 목적어 접사=그녀를/그것(여성)을"
"OD-0637"	"A2"	"verbs"	"ياكلك"	"ياكلك"	"yaklk"	"그는 너(남성)를 먹는다"	"he eats you (m.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 23419; sentence 1079"	"미완료형; 형태 태그상 주어=그; 목적어 접사=너(남성)를"
"OD-0638"	"A2"	"verbs"	"نحكيها"	"نحكيها"	"n7kyha"	"나는 그것(여성형)에 대해 이야기한다"	"I talk about it (f.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 26084; sentence 1179"	"미완료형; 형태 태그상 주어=나; 목적어 접사=그녀를/그것(여성)을"
"OD-0639"	"A2"	"verbs"	"تعرفش"	"تعرفش"	"t3rfch"	"너(남성 단수)는 모른다"	"you (m.sg.) do not know"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 27726; sentence 1229"	"미완료형; 형태 태그상 주어=너(남성 단수); ma-/m-…-ch 부정 표면형"
"OD-0640"	"A2"	"verbs"	"يعييك"	"يعييك"	"y3yyk"	"그것이 너를 지치게 한다"	"it tires you"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2447; sentence 120"	"미완료형; 형태 태그상 주어=그; 목적어 접사=너(남성)를"
"OD-0641"	"A2"	"verbs"	"نخطبلك"	"نخطبلك"	"nkhtblk"	"나는 너에게 청혼한다"	"I propose to you"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6009; sentence 316"	"미완료형; 형태 태그상 주어=나; 소유·전치사 결합 접사=2인칭"
"OD-0642"	"A2"	"verbs"	"نخليكم"	"نخليكم"	"nkhlykm"	"나는 너희를 내버려 둔다"	"I leave you (pl.) alone"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 7390; sentence 364"	"미완료형; 형태 태그상 주어=나; 목적어 접사=너희를"
"OD-0643"	"A2"	"verbs"	"نجيبهالك"	"نجيبهالك"	"njybhalk"	"나는 그것(여성형)을 너에게 가져다준다"	"I bring it (f.) to you"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 17889; sentence 826"	"미완료형; 주어=나; 목적어=그것(여성); 간접목적어=너에게"
"OD-0644"	"A2"	"verbs"	"تخطبني"	"تخطبني"	"tkhtbny"	"너(남성 단수)는 나에게 청혼한다"	"you (m.sg.) propose to me"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 18413; sentence 852"	"미완료형; 형태 태그상 주어=너(남성 단수); 목적어 접사=나를"
"OD-0645"	"A2"	"verbs"	"نديرلك"	"ندريلك"	"ndirlek"	"나는 너를 위해 해 준다"	"I do it for you"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 19891; sentence 908"	"MADOran 원문 표면형 ندريلك(철자 전도)을 학습용 표준형 نديرلك로 정규화; 미완료형; 주어=나; 간접목적어=너에게"
"OD-0646"	"A2"	"verbs"	"نصيده"	"نصيده"	"nsydh"	"나는 그를/그것(남성)을 사냥한다"	"I hunt him/it (m.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 22425; sentence 1041"	"미완료형; 형태 태그상 주어=나; 목적어 접사=그를/그것(남성)을"
"OD-0647"	"A2"	"verbs"	"نخبرك"	"نخبرك"	"nkhbrk"	"나는 너에게 알려 준다"	"I tell you"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 23733; sentence 1090"	"미완료형; 형태 태그상 주어=나; 목적어 접사=너(남성)를"
"OD-0648"	"A2"	"verbs"	"نجموش"	"نجموش"	"njmwch"	"우리는 할 수 없다"	"we cannot"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 27433; sentence 1220"	"미완료형; 형태 태그상 주어=우리; -ch 부정 표면형"
"OD-0649"	"A2"	"verbs"	"يقولوا"	"يقولوا"	"y9wlwa"	"그들은 말한다"	"they say /  tell"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 355; sentence 22"	"미완료형; 형태 태그상 주어=그들"
"OD-0650"	"A2"	"verbs"	"يهدروا"	"يهدروا"	"yhdrwa"	"그들은 말한다"	"they speak"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 5414; sentence 279"	"미완료형; 형태 태그상 주어=그들"
"OD-0651"	"A2"	"verbs"	"نهدرو"	"نهدرو"	"nhdrw"	"우리는 말한다"	"we speak / talk"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 11126; sentence 559"	"미완료형; 형태 태그상 주어=우리"
"OD-0652"	"A2"	"general"	"علبالك"	"علبالك"	"3lbalk"	"너는 알고 있다"	"you know"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2975; sentence 164"	"고정 표현 3la balk; 접사=2인칭 단수; 의미 “너는 알고 있다”"
"OD-0653"	"A2"	"verbs"	"سمحلي"	"سمحلي"	"sm7ly"	"나를 용서해 줘 (남성 단수에게)"	"forgive me (imperative, m.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 5744; sentence 292"	"명령형; 형태 태그상 주어=너(남성 단수); 소유·전치사 결합 접사=1인칭 단수"
"OD-0654"	"A2"	"general"	"علبالي"	"علبالي"	"3lbaly"	"나는 알고 있다"	"I know"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 3692; sentence 207"	"소유·전치사 결합 접사=1인칭 단수"
"OD-0655"	"A2"	"verbs"	"نديروا"	"نديروا"	"ndyrwa"	"우리는 한다"	"we do"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4031; sentence 221"	"미완료형; 형태 태그상 주어=우리"
"OD-0656"	"A2"	"verbs"	"تكوني"	"تكوني"	"tkwny"	"너(여성 단수)는 ~이다/있다"	"you (f.sg.) are / will be"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4300; sentence 234"	"미완료형; 형태 태그상 주어=너(여성 단수)"
"OD-0657"	"A2"	"verbs"	"درتها"	"درتها"	"drtha"	"너(남성 단수)는 그것(여성형)을 했다"	"you (m.sg.) did it (f.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4305; sentence 235"	"완료형; 형태 태그상 주어=너(남성 단수); 목적어 접사=그녀를/그것(여성)을"
"OD-0658"	"A2"	"verbs"	"نزيدو"	"نزيدو"	"nzydw"	"우리는 더한다"	"we add"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 7545; sentence 369"	"미완료형; 형태 태그상 주어=우리"
"OD-0659"	"A2"	"verbs"	"نولو"	"نولو"	"nwlw"	"우리는 돌아간다"	"we go back"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 7558; sentence 369"	"미완료형; 형태 태그상 주어=우리"
"OD-0660"	"A2"	"verbs"	"نقعدو"	"نقعدو"	"n93dw"	"우리는 계속 머문다"	"we stay / keep on"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 7678; sentence 374"	"미완료형; 형태 태그상 주어=우리"
"OD-0661"	"A2"	"general"	"بعضهم"	"بعضهم"	"b3dhm"	"그들 중 일부"	"some of them"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 11795; sentence 587"	"소유·전치사 결합 접사=3인칭 남성 복수"
"OD-0662"	"A2"	"verbs"	"يظلوا"	"يظلوا"	"ydhlwa"	"그들은 계속 머문다"	"they stay / remain"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 12316; sentence 608"	"미완료형; 형태 태그상 주어=그들"
"OD-0663"	"A2"	"verbs"	"نحكوا"	"نحكوا"	"n7kwa"	"우리는 이야기한다"	"we talk / discuss"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 116; sentence 8"	"미완료형; 형태 태그상 주어=우리"
"OD-0664"	"A2"	"verbs"	"يديروا"	"يديروا"	"ydyrwa"	"그들은 한다"	"they do"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 903; sentence 47"	"미완료형; 형태 태그상 주어=그들"
"OD-0665"	"A2"	"verbs"	"يخرجوا"	"يخرجوا"	"ykhrjwa"	"그들은 나간다"	"they go out /  leave"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 1026; sentence 53"	"미완료형; 형태 태그상 주어=그들"
"OD-0666"	"A2"	"general"	"معلبليش"	"معلبليش"	"m3lblych"	"나는 모른다"	"I do not know"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4156; sentence 227"	"고정 부정 표현 ma 3la balich; 접사=1인칭 단수; 의미 “나는 모른다”"
"OD-0667"	"A2"	"verbs"	"يديرو"	"يديرو"	"ydyrw"	"그들은 한다"	"they do"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4757; sentence 252"	"미완료형; 형태 태그상 주어=그들"
"OD-0668"	"A2"	"verbs"	"صرالها"	"صرالها"	"sralha"	"그녀에게 일이 생겼다"	"something happened to her"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4785; sentence 253"	"완료형; 형태 태그상 주어=그; 소유·전치사 결합 접사=3인칭 여성 단수"
