"id"	"cefr"	"topic"	"arabic"	"source_form"	"latin"	"ko"	"en"	"kind"	"marker_type"	"oran_marker"	"evidence"	"status"	"source_id"	"source_locator"	"note"
"OD-0655"	"A2"	"verbs"	"نديروا"	"نديروا"	"ndyrwa"	"우리는 한다"	"we do"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 4031; sentence 221"	"미완료형; 형태 태그상 주어=우리"
"OD-0661"	"A2"	"general"	"بعضهم"	"بعضهم"	"b3dhm"	"그들 중 일부"	"some of them"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 11795; sentence 587"	"소유·전치사 결합 접사=3인칭 남성 복수"
"OD-0670"	"A2"	"verbs"	"دارها"	"دارها"	"darha"	"그는 그것(여성형)을 했다"	"he did it (f.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 9778; sentence 464"	"완료형; 형태 태그상 주어=그; 목적어 접사=그녀를/그것(여성형)을"
"OD-0673"	"A2"	"general"	"علابالك"	"علابالك"	"3labalk"	"너는 알고 있다"	"you know"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 21290; sentence 979"	"소유·전치사 결합 접사=2인칭"
"OD-0676"	"A2"	"verbs"	"اعطيني"	"اعطيني"	"a3tyny"	"나에게 줘 (남성 단수에게)"	"give me (imperative, m.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 25570; sentence 1164"	"명령형; 형태 태그상 주어=너(남성 단수); 간접목적어 접사=나에게"
"OD-0707"	"A2"	"verbs"	"يلعبوا"	"يلعبوا"	"yl3bwa"	"그들은 논다"	"they play"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 28450; sentence 1258"	"미완료형; 형태 태그상 주어=그들"
"OD-0709"	"A2"	"verbs"	"نطيبو"	"نطيبو"	"ntybw"	"우리는 요리한다"	"we cook"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 13214; sentence 639"	"미완료형; 형태 태그상 주어=우리"
"OD-0727"	"A2"	"adjectives"	"مداري"	"مداري"	"mdary"	"보통; 대개"	"usually"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 3094; sentence 177"	"MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음"
"OD-0793"	"A2"	"verbs"	"نكري"	"نكري"	"nkry"	"나는 임대한다"	"I rent out"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 13520; sentence 648"	"미완료형; 형태 태그상 주어=나"
"OD-0814"	"A2"	"verbs"	"دارو"	"دارو"	"darw"	"그들은 지었다"	"they built (completed/past)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2642; sentence 144"	"완료형; 형태 태그상 주어=그들"
"OD-0847"	"A2"	"verbs"	"نعوم"	"نعوم"	"n3wm"	"나는 수영한다"	"I swim"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 10790; sentence 546"	"미완료형; 형태 태그상 주어=나"
"OD-0850"	"A2"	"verbs"	"نطيب"	"نطيب"	"ntyb"	"나는 요리한다"	"I cook"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 11251; sentence 566"	"미완료형; 형태 태그상 주어=나"
"OD-0862"	"A2"	"verbs"	"نريح"	"نريح"	"nry7"	"나는 쉰다"	"I relax"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 15129; sentence 705"	"미완료형; 형태 태그상 주어=나"
"OD-0871"	"A2"	"verbs"	"نهود"	"نهود"	"nhwd"	"나는 일어난다"	"I get up"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 19629; sentence 898"	"미완료형; 형태 태그상 주어=나"
"OD-0876"	"A2"	"verbs"	"نقابل"	"نقابل"	"n9abl"	"나는 만난다"	"I meet"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 24069; sentence 1102"	"미완료형; 형태 태그상 주어=나"
"OD-0880"	"A2"	"verbs"	"نحلك"	"نحلك"	"n7lk"	"나는 길을 연다/비켜 준다"	"I open / make way"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 1003; sentence 51"	"미완료형; 형태 태그상 주어=나"
"OD-0881"	"A2"	"verbs"	"نطرطق"	"نطرطق"	"ntrt9"	"나는 터진다"	"I burst"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2668; sentence 145"	"미완료형; 형태 태그상 주어=나"
"OD-0882"	"A2"	"verbs"	"نسقسي"	"نسقسي"	"ns9sy"	"나는 묻는다/문의한다"	"I ask / inquire"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2822; sentence 152"	"미완료형; 형태 태그상 주어=나"
"OD-0886"	"A2"	"verbs"	"نجري"	"نجري"	"njry"	"나는 달린다"	"I run"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 9096; sentence 422"	"미완료형; 형태 태그상 주어=나"
