"id"	"cefr"	"topic"	"arabic"	"source_form"	"latin"	"ko"	"en"	"kind"	"marker_type"	"oran_marker"	"evidence"	"status"	"source_id"	"source_locator"	"note"
"OD-0765"	"A2"	"general"	"لباس"	"لباس"	"lbas"	"괜찮음; 별일 없음"	"fine / no problem"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 1483; sentence 73"	"부정형 아님; 상태 인사 표현 “괜찮다/별일 없다”"
"OD-0766"	"A2"	"general"	"بصحتك"	"بصحتك"	"bs7tk"	"축하해; 잘 써"	"congratulations / enjoy it"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 1497; sentence 73"	"소유·전치사 결합 접사=2인칭"
"OD-0767"	"A2"	"general"	"خته"	"خته"	"khth"	"그의 누이"	"his sister"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2084; sentence 96"	"소유·전치사 결합 접사=3인칭 남성 단수"
"OD-0768"	"A2"	"verbs"	"يزيد"	"يزيد"	"yzyd"	"그는 더한다/늘어난다"	"he adds / increases"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2293; sentence 107"	"미완료형; 형태 태그상 주어=그"
"OD-0769"	"A2"	"verbs"	"تحسب"	"تحسب"	"t7sb"	"너(남성 단수)는 생각한다"	"you (m.sg.) think / assume"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2590; sentence 137"	"미완료형; 형태 태그상 주어=너(남성 단수)"
"OD-0770"	"A2"	"verbs"	"نحوس"	"نحوس"	"n7ws"	"나는 찾는다"	"I look for"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 2961; sentence 164"	"미완료형; 형태 태그상 주어=나"
"OD-0771"	"A2"	"verbs"	"نطير"	"نطير"	"ntyr"	"나는 날아간다/달아난다"	"I fly / run off"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 3074; sentence 175"	"미완료형; 형태 태그상 주어=나"
"OD-0772"	"A2"	"verbs"	"تفوت"	"تفوت"	"tfwt"	"그녀는 지나간다"	"she passes"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 3481; sentence 199"	"미완료형; 형태 태그상 주어=그녀"
"OD-0773"	"A2"	"verbs"	"يعاود"	"يعاود"	"y3awd"	"그는 다시 한다"	"he does it again"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 3854; sentence 213"	"미완료형; 형태 태그상 주어=그"
"OD-0774"	"A2"	"verbs"	"وليتي"	"وليتي"	"wlyty"	"너(여성 단수)는 ~이 되었다"	"you (f.sg.) became"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6137; sentence 322"	"완료형; 형태 태그상 주어=너(여성 단수)"
"OD-0775"	"A2"	"verbs"	"خرجي"	"خرجي"	"khrjy"	"get out (명령)"	"get out (imperative, f.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6193; sentence 324"	"명령형; 형태 태그상 주어=너(여성 단수)"
"OD-0776"	"A2"	"verbs"	"تزقي"	"تزقي"	"tz9y"	"그녀는 소리친다"	"she shouts"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6268; sentence 328"	"미완료형; 형태 태그상 주어=그녀"
"OD-0777"	"A2"	"verbs"	"تلحق"	"تلحق"	"tl79"	"그녀는 도착한다/따라잡는다"	"she reaches / catches up"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6279; sentence 328"	"미완료형; 형태 태그상 주어=그녀"
"OD-0778"	"A2"	"verbs"	"تتمشى"	"تتمشى"	"ttmcha"	"그녀는 산책한다"	"she walks around"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 6900; sentence 349"	"미완료형; 형태 태그상 주어=그녀"
"OD-0779"	"A2"	"verbs"	"تعرفوا"	"تعرفوا"	"t3rfwa"	"너희는 안다"	"you (pl.) know"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 7031; sentence 353"	"미완료형; 형태 태그상 주어=너희"
"OD-0780"	"A2"	"verbs"	"هدري"	"هدري"	"hdry"	"말하다 (명령)"	"speak (imperative, f.sg.)"	"word"	"none"	"direct corpus"	"MADORAN_DIRECT"	"attested"	"S6"	"MADOran token 7236; sentence 360"	"명령형; 형태 태그상 주어=너(여성 단수)"
