id	cefr	topic	arabic	source_form	latin	ko	en	kind	marker_type	oran_marker	evidence	status	source_id	source_locator	note
OD-0621	A2	verbs	نجيبها	نجيبها	njybha	나는 그녀를/그것(여성)을 가져온다	I brought her/it (f.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 254; sentence 16	미완료형; 형태 태그상 주어=나; 목적어 접사=그녀를/그것(여성)을
OD-0622	A2	verbs	تخليها	تخليها	tkhlyha	너(남성 단수)는 그녀를/그것(여성)을 떠나한다	you (m.sg.) leave her/it (f.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 401; sentence 24	미완료형; 형태 태그상 주어=너(남성 단수); 목적어 접사=그녀를/그것(여성)을
OD-0623	A2	verbs	دارولي	دارولي	darwly	나는 하했다	I do (completed/past)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 420; sentence 26	완료형; 형태 태그상 주어=나; 소유·전치사 결합 접사=1인칭 단수
OD-0624	A2	verbs	مدولي	مدولي	mdwly	그들은 주했다	they give (completed/past)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 3867; sentence 214	완료형; 형태 태그상 주어=그들; 소유·전치사 결합 접사=1인칭 단수
OD-0625	A2	verbs	يعرفها	يعرفها	y3rfha	그는 그녀를/그것(여성)을 안다	he knows her/it (f.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 3932; sentence 217	미완료형; 형태 태그상 주어=그; 목적어 접사=그녀를/그것(여성)을
OD-0626	A2	verbs	نديرها	نديرها	ndyrha	나는 그녀를/그것(여성)을 한다	I do her/it (f.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 8141; sentence 391	미완료형; 형태 태그상 주어=나; 목적어 접사=그녀를/그것(여성)을
OD-0627	A2	verbs	نبغيها	نبغيها	nbghyha	나는 그녀를/그것(여성)을 원한다	I want her/it (f.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 9060; sentence 422	미완료형; 형태 태그상 주어=나; 목적어 접사=그녀를/그것(여성)을
OD-0628	A2	verbs	نوصلك	نوصلك	nwslk	나는 너(남성)를 get한다	I get you (m.sg.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 10326; sentence 525	미완료형; 형태 태그상 주어=나; 목적어 접사=너(남성)를
OD-0629	A2	verbs	منبغيش	منبغيش	mnbghych	나는 don't like하지 않는다	I do not don't like	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 11215; sentence 564	미완료형; 형태 태그상 주어=나; ma-/m-…-ch 부정 표면형
OD-0630	A2	verbs	منعرفش	منعرفش	mn3rfch	나는 모르하지 않는다	I do not don't know	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 11254; sentence 566	미완료형; 형태 태그상 주어=나; ma-/m-…-ch 부정 표면형
OD-0631	A2	verbs	نحبك	نحبك	n7bk	나는 너(남성)를 love한다	I love you (m.sg.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 12420; sentence 612	미완료형; 형태 태그상 주어=나; 목적어 접사=너(남성)를
OD-0632	A2	verbs	منقدش	منقدش	mn9dch	나는 can't하지 않는다	I do not can't	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 13519; sentence 648	미완료형; 형태 태그상 주어=나; ma-/m-…-ch 부정 표면형
OD-0633	A2	verbs	تعطيه	تعطيه	t3tyh	너(남성 단수)는 그에게/그것에 준다	you (m.sg.) give him/it (m.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 13602; sentence 652	미완료형; 형태 태그상 주어=너(남성 단수); 목적어 접사=그를/그것(남성)을
OD-0634	A2	verbs	نشدلك	نشدلك	nchdlk	나는 잡한다	I hold	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 16024; sentence 747	미완료형; 형태 태그상 주어=나; 소유·전치사 결합 접사=2인칭
OD-0635	A2	verbs	نعاودها	نعاودها	n3awdha	나는 그녀를/그것(여성)을 반복한다	I repeat her/it (f.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 19682; sentence 900	미완료형; 형태 태그상 주어=나; 목적어 접사=그녀를/그것(여성)을
OD-0636	A2	verbs	تخلصوها	تخلصوها	tkhlswha	너희는 그녀를/그것(여성)을 지불한다	you (pl.) pay her/it (f.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 21023; sentence 968	미완료형; 형태 태그상 주어=너희; 목적어 접사=그녀를/그것(여성)을
OD-0637	A2	verbs	ياكلك	ياكلك	yaklk	그는 너(남성)를 먹는다	he eats you (m.sg.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 23419; sentence 1079	미완료형; 형태 태그상 주어=그; 목적어 접사=너(남성)를
OD-0638	A2	verbs	نحكيها	نحكيها	n7kyha	나는 그녀를/그것(여성)을 이야기한다	I tell /  talk her/it (f.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 26084; sentence 1179	미완료형; 형태 태그상 주어=나; 목적어 접사=그녀를/그것(여성)을
OD-0639	A2	verbs	تعرفش	تعرفش	t3rfch	너(남성 단수)는 알하지 않는다	you (m.sg.) does not know	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 27726; sentence 1229	미완료형; 형태 태그상 주어=너(남성 단수); ma-/m-…-ch 부정 표면형
OD-0640	A2	verbs	يعييك	يعييك	y3yyk	그는 너(남성)를 지치게 한다	he get tired you (m.sg.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 2447; sentence 120	미완료형; 형태 태그상 주어=그; 목적어 접사=너(남성)를
OD-0641	A2	verbs	نخطبلك	نخطبلك	nkhtblk	나는 청혼한다	I to propose	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 6009; sentence 316	미완료형; 형태 태그상 주어=나; 소유·전치사 결합 접사=2인칭
OD-0642	A2	verbs	نخليكم	نخليكم	nkhlykm	나는 너희를 떠나한다	I leave you (pl.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 7390; sentence 364	미완료형; 형태 태그상 주어=나; 목적어 접사=너희를
OD-0643	A2	verbs	نجيبهالك	نجيبهالك	njybhalk	나는 그녀를/그것(여성)을 가져온다	I brought her/it (f.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 17889; sentence 826	미완료형; 형태 태그상 주어=나; 목적어 접사=그녀를/그것(여성)을; 소유·전치사 결합 접사=2인칭/3인칭 여성 단수
OD-0644	A2	verbs	تخطبني	تخطبني	tkhtbny	너(남성 단수)는 나를 청혼한다	you (m.sg.) proposed to marriage me	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 18413; sentence 852	미완료형; 형태 태그상 주어=너(남성 단수); 목적어 접사=나를
OD-0645	A2	verbs	ندريلك	ندريلك	ndrylk	나는 한다	I do	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 19891; sentence 908	미완료형; 형태 태그상 주어=나; 소유·전치사 결합 접사=2인칭
OD-0646	A2	verbs	نصيده	نصيده	nsydh	나는 그를/그것(남성)을 사냥한다	I hunt him/it (m.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 22425; sentence 1041	미완료형; 형태 태그상 주어=나; 목적어 접사=그를/그것(남성)을
OD-0647	A2	verbs	نخبرك	نخبرك	nkhbrk	나는 너(남성)를 말해 준다	I tell you (m.sg.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 23733; sentence 1090	미완료형; 형태 태그상 주어=나; 목적어 접사=너(남성)를
OD-0648	A2	verbs	نجموش	نجموش	njmwch	우리는 할 수 있하지 않았다	we did not can	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 27433; sentence 1220	완료형; 형태 태그상 주어=우리; ma-/m-…-ch 부정 표면형
OD-0649	A2	verbs	يقولوا	يقولوا	y9wlwa	그들은 말한다	they say /  tell	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 355; sentence 22	미완료형; 형태 태그상 주어=그들
OD-0650	A2	verbs	يهدروا	يهدروا	yhdrwa	그들은 말한다	they speak	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 5414; sentence 279	미완료형; 형태 태그상 주어=그들
OD-0651	A2	verbs	نهدرو	نهدرو	nhdrw	우리는 말한다	we speak / talk	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 11126; sentence 559	미완료형; 형태 태그상 주어=우리
OD-0652	A2	general	علبالك	علبالك	3lbalk	알다	know	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 2975; sentence 164	소유·전치사 결합 접사=2인칭
OD-0653	A2	verbs	سمحلي	سمحلي	sm7ly	용서하다 (명령)	forgive (imperative, m.sg.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 5744; sentence 292	명령형; 형태 태그상 주어=너(남성 단수); 소유·전치사 결합 접사=1인칭 단수
OD-0654	A2	general	علبالي	علبالي	3lbaly	알다	know	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 3692; sentence 207	소유·전치사 결합 접사=1인칭 단수
OD-0655	A2	verbs	نديروا	نديروا	ndyrwa	하다 (명령)	do (imperative, pl.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 4031; sentence 221	명령형; 형태 태그상 주어=너희
OD-0656	A2	verbs	تكوني	تكوني	tkwny	너(여성 단수)는 이한다	you (f.sg.) is /  are	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 4300; sentence 234	미완료형; 형태 태그상 주어=너(여성 단수)
OD-0657	A2	verbs	درتها	درتها	drtha	너(남성 단수)는 그녀를/그것(여성)을 했했다	you (m.sg.) did (completed/past) her/it (f.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 4305; sentence 235	완료형; 형태 태그상 주어=너(남성 단수); 목적어 접사=그녀를/그것(여성)을
OD-0658	A2	verbs	نزيدو	نزيدو	nzydw	우리는 더한다	we add	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 7545; sentence 369	미완료형; 형태 태그상 주어=우리
OD-0659	A2	verbs	نولو	نولو	nwlw	우리는 돌아간다	we go back	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 7558; sentence 369	미완료형; 형태 태그상 주어=우리
OD-0660	A2	verbs	نقعدو	نقعدو	n93dw	우리는 계속 있한다	we keep	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 7678; sentence 374	미완료형; 형태 태그상 주어=우리
OD-0661	A2	general	بعضهم	بعضهم	b3dhm	그들 중 일부	some, several	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 11795; sentence 587	소유·전치사 결합 접사=3인칭 남성 복수
OD-0662	A2	verbs	يظلوا	يظلوا	ydhlwa	그들은 계속 머무르한다	they still / stay	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 12316; sentence 608	미완료형; 형태 태그상 주어=그들
OD-0663	A2	verbs	نحكوا	نحكوا	n7kwa	우리는 이야기하고 의논한다	we talk / dicuss	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 116; sentence 8	미완료형; 형태 태그상 주어=우리
OD-0664	A2	verbs	يديروا	يديروا	ydyrwa	그들은 한다	they do	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 903; sentence 47	미완료형; 형태 태그상 주어=그들
OD-0665	A2	verbs	يخرجوا	يخرجوا	ykhrjwa	그들은 나간다	they go out /  leave	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 1026; sentence 53	미완료형; 형태 태그상 주어=그들
OD-0666	A2	general	معلبليش	معلبليش	m3lblych	알다	know	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 4156; sentence 227	ma-/m-…-ch 부정 표면형; 소유·전치사 결합 접사=1인칭 단수
OD-0667	A2	verbs	يديرو	يديرو	ydyrw	그들은 한다	they do	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 4757; sentence 252	미완료형; 형태 태그상 주어=그들
OD-0668	A2	verbs	صرالها	صرالها	sralha	그는 일어나했다	he happen (completed/past)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 4785; sentence 253	완료형; 형태 태그상 주어=그; 소유·전치사 결합 접사=3인칭 여성 단수
OD-0669	A2	verbs	نتلاقو	نتلاقو	ntla9w	우리는 만나한다	we meet	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 4803; sentence 254	미완료형; 형태 태그상 주어=우리
OD-0670	A2	verbs	دارها	دارها	darha	그녀는 그녀를/그것(여성)을 하했다	she do (completed/past) her/it (f.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 9778; sentence 464	완료형; 형태 태그상 주어=그녀; 목적어 접사=그녀를/그것(여성)을
OD-0671	A2	verbs	تهدري	تهدري	thdry	너(남성 단수)는 말한다	you (m.sg.) speak / talk	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 14925; sentence 697	미완료형; 형태 태그상 주어=너(남성 단수)
OD-0672	A2	verbs	طلقني	طلقني	tl9ny	나를 놓아주다 (명령)	release me (imperative, m.sg.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 18581; sentence 857	명령형; 형태 태그상 주어=너(남성 단수); 목적어 접사=나를
OD-0673	A2	general	علابالك	علابالك	3labalk	알다	know	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 21290; sentence 979	소유·전치사 결합 접사=2인칭
OD-0674	A2	verbs	نتفاهموا	نتفاهموا	ntfahmwa	우리는 서로 합의한다	we agree	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 22901; sentence 1063	미완료형; 형태 태그상 주어=우리
OD-0675	A2	verbs	اسمحولي	اسمحولي	asm7wly	용서하다 (명령)	forgive (imperative, pl.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 25170; sentence 1143	명령형; 형태 태그상 주어=너희; 소유·전치사 결합 접사=1인칭 단수
OD-0676	A2	verbs	اعطيني	اعطيني	a3tyny	나를 주다 (명령)	give me (imperative, m.sg.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 25570; sentence 1164	명령형; 형태 태그상 주어=너(남성 단수); 목적어 접사=나를
OD-0677	A2	verbs	حطيته	حطيته	7tyth	나는 놓했다	I put / place (completed/past)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 717; sentence 39	완료형; 형태 태그상 주어=나; 소유·전치사 결합 접사=3인칭 남성 단수
OD-0678	A2	verbs	عرفتني	عرفتني	3rftny	나는 알했다	I know (completed/past)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 1673; sentence 81	완료형; 형태 태그상 주어=나
OD-0679	A2	verbs	سلكني	سلكني	slkny	나를 구해 주다 (명령)	rescued me (imperative, m.sg.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 1799; sentence 86	명령형; 형태 태그상 주어=너(남성 단수); 목적어 접사=나를
OD-0680	A2	verbs	لقاه	لقاه	l9ah	그는 그를/그것(남성)을 찾했다	he finds (completed/past) him/it (m.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 1811; sentence 86	완료형; 형태 태그상 주어=그; 목적어 접사=그를/그것(남성)을
OD-0681	A2	general	علابلك	علابلك	3lablk	알다	know	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 2921; sentence 157	소유·전치사 결합 접사=2인칭
OD-0682	A2	verbs	تقارعي	تقارعي	t9ar3y	너(여성 단수)는 기다리한다	you (f.sg.) wait	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 3061; sentence 173	미완료형; 형태 태그상 주어=너(여성 단수)
OD-0683	A2	general	فقناة	فقناة	f9naa	Tv channel	Tv channel	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 5571; sentence 284	MADOran 표면형; 문맥에 따라 품사·의미 범위가 달라질 수 있음
OD-0684	A2	verbs	نعاودو	نعاودو	n3awdw	우리는 again한다	we again	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 5767; sentence 298	미완료형; 형태 태그상 주어=우리
OD-0685	A2	verbs	خاصني	خاصني	khasny	그녀는 그녀를/그것(여성)을 필요하했다	she need (completed/past) her/it (f.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 6873; sentence 348	완료형; 형태 태그상 주어=그녀; 목적어 접사=그녀를/그것(여성)을
OD-0686	A2	verbs	نبدو	نبدو	nbdw	우리는 start한다	we start	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 7398; sentence 365	미완료형; 형태 태그상 주어=우리
OD-0687	A2	verbs	تسمعي	تسمعي	tsm3y	너(여성 단수)는 to hear한다	you (f.sg.) to hear	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 7756; sentence 377	미완료형; 형태 태그상 주어=너(여성 단수)
OD-0688	A2	verbs	خليه	خليه	khlyh	떠나다 (명령)	leave (imperative, m.sg.)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 8320; sentence 399	명령형; 형태 태그상 주어=너(남성 단수)
OD-0689	A2	verbs	يوكلوا	يوكلوا	ywklwa	그들은 feed한다	they feed	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 8939; sentence 418	미완료형; 형태 태그상 주어=그들
OD-0690	A2	verbs	ضربني	ضربني	drbny	나는 때리했다	I hit (completed/past)	word	none	direct corpus	MADORAN_DIRECT	attested	S6	MADOran token 9872; sentence 477	완료형; 형태 태그상 주어=나
